"Status","Year","Region_ITL3","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Milton Keynes","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Milton Keynes","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Milton Keynes","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Milton Keynes","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Milton Keynes","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Milton Keynes","HM Prison and Probation Service","Female","90","90","26800","28140"
"New entrant CS","2022","Milton Keynes","HM Prison and Probation Service","Male","70","70","27400","28140"
"New entrant CS","2022","Milton Keynes","Home Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Milton Keynes","Home Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Milton Keynes","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Milton Keynes","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Milton Keynes","UK Health Security Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Milton Keynes","UK Health Security Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Department for Work and Pensions (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Estyn","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Estyn","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Government Property Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Government Property Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","HM Prison and Probation Service","Female","40","40","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","HM Prison and Probation Service","Male","40","30","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Home Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Home Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Intellectual Property Office","Female","110","110","27410","24030"
"New entrant CS","2022","Monmouthshire and Newport","Intellectual Property Office","Male","110","110","30440","24030"
"New entrant CS","2022","Monmouthshire and Newport","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","UK Health Security Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","UK Health Security Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","UK Statistics Authority","Female","300","280","30650","30710"
"New entrant CS","2022","Monmouthshire and Newport","UK Statistics Authority","Male","260","260","30930","30210"
"New entrant CS","2022","Monmouthshire and Newport","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Welsh Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Welsh Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Na h-Eileanan Siar","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Na h-Eileanan Siar","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Na h-Eileanan Siar","Department for Work and Pensions (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Na h-Eileanan Siar","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Na h-Eileanan Siar","Scottish Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Na h-Eileanan Siar","Scottish Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Na h-Eileanan Siar","Social Security Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Na h-Eileanan Siar","Social Security Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Newry, Mourne and Down","Home Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Newry, Mourne and Down","Home Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Newry, Mourne and Down","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Newry, Mourne and Down","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North and North East Lincolnshire","Department for Work and Pensions (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North and North East Lincolnshire","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North and North East Lincolnshire","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North and North East Lincolnshire","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North and North East Lincolnshire","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North and North East Lincolnshire","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North and North East Lincolnshire","HM Prison and Probation Service","Female","40","40","[c]","[c]"
"New entrant CS","2022","North and North East Lincolnshire","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North and North East Lincolnshire","Home Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North and North East Lincolnshire","Home Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North and North East Lincolnshire","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North and North East Lincolnshire","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North and West Norfolk","Animal and Plant Health Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North and West Norfolk","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North and West Norfolk","Criminal Injuries Compensation Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North and West Norfolk","Criminal Injuries Compensation Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North and West Norfolk","Department for Work and Pensions (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North and West Norfolk","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North and West Norfolk","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North and West Norfolk","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North and West Norfolk","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North and West Norfolk","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North and West Norfolk","HM Prison and Probation Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North and West Norfolk","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North and West Norfolk","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North and West Norfolk","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North and West Norfolk","UK Health Security Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North and West Norfolk","UK Health Security Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Hampshire","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Hampshire","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Hampshire","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Hampshire","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Hampshire","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Hampshire","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Hampshire","Department for Work and Pensions (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Hampshire","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Hampshire","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Hampshire","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Hampshire","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Hampshire","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Hampshire","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Hampshire","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Hampshire","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Hampshire","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Hampshire","HM Prison and Probation Service","Female","40","40","[c]","[c]"
"New entrant CS","2022","North Hampshire","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Hampshire","Home Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Hampshire","Home Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Hampshire","Met Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Hampshire","Met Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Hampshire","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Hampshire","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Hampshire","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Hampshire","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Hampshire","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Hampshire","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Hampshire","UK Health Security Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Hampshire","UK Health Security Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Lanarkshire","Crown Office and Procurator Fiscal Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Lanarkshire","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Lanarkshire","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Lanarkshire","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Lanarkshire","Department for Work and Pensions (excl. agencies)","Female","70","70","23890","21260"
"New entrant CS","2022","North Lanarkshire","Department for Work and Pensions (excl. agencies)","Male","40","40","[c]","[c]"
"New entrant CS","2022","North Lanarkshire","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Lanarkshire","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Lanarkshire","HM Revenue and Customs (excl. agencies)","Female","30","30","[c]","[c]"
"New entrant CS","2022","North Lanarkshire","HM Revenue and Customs (excl. agencies)","Male","40","40","[c]","[c]"
"New entrant CS","2022","North Lanarkshire","Home Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Lanarkshire","Home Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Lanarkshire","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Lanarkshire","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Lanarkshire","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Lanarkshire","Scottish Prison Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Lanarkshire","Social Security Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Lanarkshire","Social Security Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Northamptonshire","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Northamptonshire","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Northamptonshire","Department for Work and Pensions (excl. agencies)","Female","60","60","22060","21260"
"New entrant CS","2022","North Northamptonshire","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Northamptonshire","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Northamptonshire","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Northamptonshire","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Northamptonshire","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Northamptonshire","HM Prison and Probation Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Northamptonshire","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Northamptonshire","Home Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Northamptonshire","Home Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Northamptonshire","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Northamptonshire","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Northamptonshire","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Northamptonshire","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Nottinghamshire","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Nottinghamshire","Defence Equipment and Support","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Nottinghamshire","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Nottinghamshire","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Nottinghamshire","Department for Work and Pensions (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Nottinghamshire","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Nottinghamshire","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Nottinghamshire","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Nottinghamshire","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Nottinghamshire","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Nottinghamshire","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Nottinghamshire","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Nottinghamshire","HM Prison and Probation Service","Female","90","80","25280","24090"
"New entrant CS","2022","North Nottinghamshire","HM Prison and Probation Service","Male","40","40","[c]","[c]"
"New entrant CS","2022","North Nottinghamshire","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Nottinghamshire","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Nottinghamshire","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Nottinghamshire","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Nottinghamshire","UK Health Security Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Nottinghamshire","UK Health Security Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","Animal and Plant Health Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","Defence Equipment and Support","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","Department for Work and Pensions (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","HM Prison and Probation Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","Home Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","Home Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","Met Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","Met Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","Ministry of Defence (excl. agencies)","Female","30","30","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","Ministry of Defence (excl. agencies)","Male","70","60","31630","29350"
"New entrant CS","2022","North Yorkshire CC","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","Public Health England","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","Public Health England","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","UK Health Security Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","UK Health Security Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northumberland","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northumberland","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northumberland","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northumberland","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northumberland","Department for Work and Pensions (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northumberland","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northumberland","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northumberland","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northumberland","HM Prison and Probation Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northumberland","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northumberland","Home Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northumberland","Home Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northumberland","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northumberland","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northumberland","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northumberland","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northumberland","UK Health Security Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northumberland","UK Health Security Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Animal and Plant Health Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Department for Work and Pensions (excl. agencies)","Female","30","30","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","HM Prison and Probation Service","Female","160","150","22620","20890"
"New entrant CS","2022","Norwich and East Norfolk","HM Prison and Probation Service","Male","140","130","23420","23140"
"New entrant CS","2022","Norwich and East Norfolk","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","UK Health Security Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","UK Health Security Agency","Male","[c]","[c]","[c]","[c]"
