"Status","Year","Age","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","40-49","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Crime Agency","Digital, Data and Technology","80","70","42700","40240"
"In post","2021","40-49","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Crime Agency","Human Resources","60","60","43150","40600"
"In post","2021","40-49","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Crime Agency","Operational Delivery","1150","1110","42090","40210"
"In post","2021","40-49","National Crime Agency","Project Delivery","40","30","[c]","[c]"
"In post","2021","40-49","National Crime Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Infrastructure Commission","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Infrastructure Commission","Policy","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Records of Scotland","Unknown","110","100","38310","35110"
"In post","2021","40-49","National Savings and Investments","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Savings and Investments","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Savings and Investments","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Savings and Investments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Savings and Investments","Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Savings and Investments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Savings and Investments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Savings and Investments","Other","30","30","[c]","[c]"
"In post","2021","40-49","National Savings and Investments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Savings and Investments","Security","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Savings and Investments","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Northern Ireland Office","Economics","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Northern Ireland Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Northern Ireland Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Northern Ireland Office","Other","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Budget Responsibility","Economics","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Budget Responsibility","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","260","250","65290","64500"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","Operational Delivery","60","50","31560","25880"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","Other","60","60","28470","25880"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","Policy","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","Property","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Gas and Electricity Markets","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Gas and Electricity Markets","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Gas and Electricity Markets","Economics","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Gas and Electricity Markets","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Gas and Electricity Markets","Other","120","110","56270","53170"
"In post","2021","40-49","Office of Gas and Electricity Markets","Policy","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Gas and Electricity Markets","Property","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Gas and Electricity Markets","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","Economics","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","Legal","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","Policy","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","Economics","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","Policy","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of the Public Guardian","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of the Public Guardian","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of the Public Guardian","Legal","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of the Public Guardian","Operational Delivery","240","220","22640","20650"
"In post","2021","40-49","Office of the Public Guardian","Policy","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of the Public Guardian","Property","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of the Scottish Charity Regulator","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Planning Inspectorate","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Planning Inspectorate","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Planning Inspectorate","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Planning Inspectorate","Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Planning Inspectorate","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Planning Inspectorate","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Planning Inspectorate","Operational Delivery","90","80","31240","26050"
"In post","2021","40-49","Planning Inspectorate","Planning","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Planning Inspectorate","Planning Inspectors","100","90","54290","47660"
"In post","2021","40-49","Planning Inspectorate","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Planning Inspectorate","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Public Health England","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Public Health England","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Public Health England","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Public Health England","Digital, Data and Technology","50","50","46010","43070"
"In post","2021","40-49","Public Health England","Finance","60","60","46830","41950"
"In post","2021","40-49","Public Health England","Human Resources","30","30","[c]","[c]"
"In post","2021","40-49","Public Health England","Knowledge and Information Management","160","140","43840","41990"
"In post","2021","40-49","Public Health England","Legal","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Public Health England","Medicine","100","80","93080","96860"
"In post","2021","40-49","Public Health England","Operational Delivery","740","670","44280","41030"
"In post","2021","40-49","Public Health England","Property","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Public Health England","Science and Engineering","620","570","44980","41970"
"In post","2021","40-49","Public Health England","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Queen Elizabeth II Centre","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Queen Elizabeth II Centre","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Queen Elizabeth II Centre","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Queen Elizabeth II Centre","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Queen Elizabeth II Centre","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Queen Elizabeth II Centre","Property","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","Legal","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","Operational Delivery","220","210","31920","30080"
"In post","2021","40-49","Registers of Scotland","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","Policy","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","Property","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","Security","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Revenue Scotland","Unknown","[c]","[c]","[c]","[c]"
