"Status","Year","Sexual_orientation","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Heterosexual / straight","National Records of Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","Female","60","60","50070","51360"
"Leaver CS","2021","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","Male","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Office of the Public Guardian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Office of the Public Guardian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Office of the Scottish Charity Regulator","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Office of the Scottish Charity Regulator","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Public Health England","Female","370","340","37260","32330"
"Leaver CS","2021","Heterosexual / straight","Public Health England","Male","150","140","45870","35610"
"Leaver CS","2021","Heterosexual / straight","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Revenue Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Revenue Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Royal Fleet Auxiliary","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Royal Fleet Auxiliary","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Rural Payments Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Rural Payments Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Scotland Office (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Scotland Office (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Scottish Fiscal Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Scottish Fiscal Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Scottish Forestry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Scottish Forestry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Scottish Government (excl. agencies)","Female","60","50","42060","35110"
"Leaver CS","2021","Heterosexual / straight","Scottish Government (excl. agencies)","Male","70","60","44090","35110"
"Leaver CS","2021","Heterosexual / straight","Scottish Housing Regulator","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Scottish Housing Regulator","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Scottish Prison Service","Male","50","50","37640","33650"
"Leaver CS","2021","Heterosexual / straight","Scottish Public Pensions Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Scottish Public Pensions Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Social Security Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Social Security Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Standards and Testing Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Standards and Testing Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Student Awards Agency for Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Student Awards Agency for Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Submarine Delivery Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Submarine Delivery Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Transport Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Transport Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","UK Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","UK Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","United Kingdom Statistics Authority","Female","70","60","31000","26360"
"Leaver CS","2021","Heterosexual / straight","United Kingdom Statistics Authority","Male","70","60","27360","19520"
"Leaver CS","2021","Heterosexual / straight","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Valuation Office Agency","Female","60","50","28660","26000"
"Leaver CS","2021","Heterosexual / straight","Valuation Office Agency","Male","70","60","33190","26500"
"Leaver CS","2021","Heterosexual / straight","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Veterinary Medicines Directorate","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Veterinary Medicines Directorate","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Wales Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Wales Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Welsh Government (excl. agencies)","Female","60","50","40550","36500"
"Leaver CS","2021","Heterosexual / straight","Welsh Government (excl. agencies)","Male","60","50","47470","37410"
"Leaver CS","2021","Heterosexual / straight","Welsh Revenue Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Wilton Park","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Wilton Park","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Accountant in Bankruptcy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Accountant in Bankruptcy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Animal and Plant Health Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Attorney General's Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Attorney General's Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Companies House","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Companies House","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Criminal Injuries Compensation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Criminal Injuries Compensation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Crown Office and Procurator Fiscal Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Crown Prosecution Service Inspectorate","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Crown Prosecution Service Inspectorate","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Debt Management Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Debt Management Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Defence Electronics and Components Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Defence Electronics and Components Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Defence Equipment and Support","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Department for Education (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Department for International Development","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Department for International Development","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Department for Work and Pensions (excl. agencies)","Female","70","60","26410","25110"
"Leaver CS","2021","LGBO","Department for Work and Pensions (excl. agencies)","Male","80","70","26150","26890"
"Leaver CS","2021","LGBO","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Disclosure Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Disclosure Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Education Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Education Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","ESTYN","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","ESTYN","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","FCDO Services","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","FCDO Services","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Food Standards Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Foreign and Commonwealth Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Foreign and Commonwealth Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Foreign, Commonwealth and Development Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Foreign, Commonwealth and Development Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Forestry and Land Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Forestry and Land Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Government Legal Department","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Government Legal Department","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Government Property Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Government Property Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","HM Prison and Probation Service","Female","120","120","[c]","[c]"
"Leaver CS","2021","LGBO","HM Prison and Probation Service","Male","40","40","[c]","[c]"
"Leaver CS","2021","LGBO","HM Revenue and Customs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","HM Revenue and Customs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Home Office (incl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Home Office (incl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Insolvency Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Insolvency Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Legal Aid Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Met Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Met Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Ministry of Defence (excl. agencies)","Male","30","30","[c]","[c]"
"Leaver CS","2021","LGBO","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","National Infrastructure Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","National Infrastructure Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","National Records of Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","National Records of Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Office of the Public Guardian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Office of the Public Guardian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Office of the Scottish Charity Regulator","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Office of the Scottish Charity Regulator","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Public Health England","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Public Health England","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Revenue Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Revenue Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Royal Fleet Auxiliary","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Royal Fleet Auxiliary","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Rural Payments Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Rural Payments Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Scotland Office (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Scotland Office (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Scottish Fiscal Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Scottish Fiscal Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Scottish Forestry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Scottish Forestry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Scottish Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Scottish Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Scottish Housing Regulator","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Scottish Housing Regulator","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Scottish Prison Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Scottish Public Pensions Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Scottish Public Pensions Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Social Security Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Social Security Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Standards and Testing Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Standards and Testing Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Student Awards Agency for Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Student Awards Agency for Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Submarine Delivery Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Submarine Delivery Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Transport Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Transport Scotland","Male","[c]","[c]","[c]","[c]"
