"Status","Year","Sexual_orientation","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","LGBO","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","UK Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","UK Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Veterinary Medicines Directorate","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Veterinary Medicines Directorate","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Wales Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Wales Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Welsh Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Welsh Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Welsh Revenue Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Wilton Park","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Wilton Park","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Accountant in Bankruptcy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Accountant in Bankruptcy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Animal and Plant Health Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Companies House","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Companies House","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Crown Office and Procurator Fiscal Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Defence Electronics and Components Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Defence Electronics and Components Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Defence Equipment and Support","Male","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Education (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Development","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Work and Pensions (excl. agencies)","Female","170","130","25810","26110"
"Leaver CS","2021","Undeclared","Department for Work and Pensions (excl. agencies)","Male","110","100","27230","26890"
"Leaver CS","2021","Undeclared","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Driver and Vehicle Licensing Agency","Female","40","20","[c]","[c]"
"Leaver CS","2021","Undeclared","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Driver and Vehicle Standards Agency","Male","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","ESTYN","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","FCDO Services","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","FCDO Services","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Forestry and Land Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Government Legal Department","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Government Legal Department","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Courts and Tribunals Service","Female","110","90","24870","20100"
"Leaver CS","2021","Undeclared","HM Courts and Tribunals Service","Male","50","40","23110","20420"
"Leaver CS","2021","Undeclared","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Prison and Probation Service","Female","130","110","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Prison and Probation Service","Male","160","140","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office (incl. agencies)","Female","90","70","30690","27240"
"Leaver CS","2021","Undeclared","Home Office (incl. agencies)","Male","100","90","34540","29220"
"Leaver CS","2021","Undeclared","Insolvency Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal Aid Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Female","100","90","28980","26100"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Male","180","170","35210","33460"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","National Infrastructure Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of the Public Guardian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of the Public Guardian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Public Health England","Female","60","50","39500","35430"
"Leaver CS","2021","Undeclared","Public Health England","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scottish Courts and Tribunals Service","Female","50","50","28260","22820"
"Leaver CS","2021","Undeclared","Scottish Courts and Tribunals Service","Male","50","50","[c]","[c]"
"Leaver CS","2021","Undeclared","Scottish Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scottish Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scottish Prison Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Submarine Delivery Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Submarine Delivery Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Welsh Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Welsh Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wilton Park","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Accountant in Bankruptcy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Animal and Plant Health Agency","Female","70","70","28500","24370"
"Leaver CS","2021","Unknown","Animal and Plant Health Agency","Male","60","50","29690","25900"
"Leaver CS","2021","Unknown","Attorney General's Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cabinet Office (excl. agencies)","Female","100","90","44070","32000"
"Leaver CS","2021","Unknown","Cabinet Office (excl. agencies)","Male","110","100","51850","34660"
"Leaver CS","2021","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Companies House","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Companies House","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Criminal Injuries Compensation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Criminal Injuries Compensation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Office and Procurator Fiscal Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Prosecution Service","Female","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Prosecution Service Inspectorate","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Debt Management Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Debt Management Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Electronics and Components Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Equipment and Support","Male","50","50","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Science and Technology Laboratory","Male","30","30","[c]","[c]"
