"Status","Year","Region_ITL3","Function_of_post","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Security","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Security","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Security","40-49","30","30","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Security","50-59","50","50","31420","27750"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Security","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Security","65+","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","20-29","200","190","29090","27570"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","30-39","280","270","32400","28230"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","40-49","300","280","34090","28350"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","50-59","380","360","35450","32570"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","60-64","100","80","36250","33300"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Analysis","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Commercial","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Communications","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Counter Fraud","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Counter Fraud","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Digital, Data & Technology","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Digital, Data & Technology","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Digital, Data & Technology","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Digital, Data & Technology","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Digital, Data & Technology","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Digital, Data & Technology","65+","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Human Resources","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Human Resources","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Human Resources","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Human Resources","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Human Resources","65+","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Legal","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","No function","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","No function","20-29","130","130","27540","29920"
"In post","2021","Bedford","No function","30-39","110","100","28970","28860"
"In post","2021","Bedford","No function","40-49","100","90","32630","31920"
"In post","2021","Bedford","No function","50-59","120","110","35590","30930"
"In post","2021","Bedford","No function","60-64","30","30","[c]","[c]"
"In post","2021","Bedford","No function","65+","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Security","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Unknown","20-29","30","30","[c]","[c]"
"In post","2021","Bedford","Unknown","30-39","50","40","[c]","[c]"
"In post","2021","Bedford","Unknown","40-49","80","70","28120","27570"
"In post","2021","Bedford","Unknown","50-59","110","100","29240","27570"
"In post","2021","Bedford","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Communications","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Communications","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Communications","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Communications","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Communications","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Counter Fraud","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Counter Fraud","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Counter Fraud","30-39","90","90","31060","25560"
"In post","2021","Belfast","Counter Fraud","40-49","120","110","29400","25560"
"In post","2021","Belfast","Counter Fraud","50-59","140","130","33450","31810"
"In post","2021","Belfast","Counter Fraud","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Counter Fraud","65+","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Debt","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Debt","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Debt","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Digital, Data & Technology","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Digital, Data & Technology","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Digital, Data & Technology","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Digital, Data & Technology","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Finance","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Finance","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Finance","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Finance","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Finance","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Human Resources","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Human Resources","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Human Resources","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Human Resources","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Human Resources","65+","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Legal","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Legal","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Legal","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Legal","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Legal","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","No function","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","No function","20-29","290","280","22930","20140"
"In post","2021","Belfast","No function","30-39","470","450","28350","25560"
"In post","2021","Belfast","No function","40-49","410","380","29460","25560"
"In post","2021","Belfast","No function","50-59","420","390","32160","28130"
"In post","2021","Belfast","No function","60-64","90","70","28190","28080"
"In post","2021","Belfast","No function","65+","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Project Delivery","65+","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Property","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Property","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Property","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Property","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Security","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Security","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Security","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Security","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Security","65+","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Unknown","20-29","60","60","22840","21430"
"In post","2021","Belfast","Unknown","30-39","130","110","23540","21430"
"In post","2021","Belfast","Unknown","40-49","140","130","25840","24890"
"In post","2021","Belfast","Unknown","50-59","120","110","28120","25310"
"In post","2021","Belfast","Unknown","60-64","30","30","[c]","[c]"
"In post","2021","Belfast","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Analysis","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Analysis","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Analysis","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Analysis","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Commercial","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Commercial","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Commercial","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Commercial","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Commercial","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Commercial","65+","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Communications","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Communications","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Communications","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Communications","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Communications","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Counter Fraud","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Counter Fraud","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Counter Fraud","50-59","40","40","[c]","[c]"
"In post","2021","Berkshire","Counter Fraud","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Counter Fraud","65+","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Debt","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Debt","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Debt","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Debt","65+","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Digital, Data & Technology","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Digital, Data & Technology","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Digital, Data & Technology","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Digital, Data & Technology","40-49","40","40","[c]","[c]"
"In post","2021","Berkshire","Digital, Data & Technology","50-59","30","30","[c]","[c]"
"In post","2021","Berkshire","Digital, Data & Technology","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Digital, Data & Technology","65+","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Finance","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Finance","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Finance","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Finance","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Finance","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Finance","65+","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Grants Management","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Grants Management","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Grants Management","40-49","50","50","25850","21050"
"In post","2021","Berkshire","Grants Management","50-59","50","50","32040","27850"
"In post","2021","Berkshire","Grants Management","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Grants Management","65+","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Human Resources","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Human Resources","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Human Resources","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Human Resources","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Human Resources","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Internal Audit","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Legal","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Legal","30-39","40","40","[c]","[c]"
"In post","2021","Berkshire","Legal","40-49","40","40","[c]","[c]"
"In post","2021","Berkshire","Legal","50-59","40","40","[c]","[c]"
"In post","2021","Berkshire","Legal","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","No function","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","No function","20-29","90","90","29420","27660"
"In post","2021","Berkshire","No function","30-39","120","110","33330","32290"
"In post","2021","Berkshire","No function","40-49","150","140","34070","32120"
"In post","2021","Berkshire","No function","50-59","260","250","35060","32520"
"In post","2021","Berkshire","No function","60-64","60","50","32250","28500"
"In post","2021","Berkshire","No function","65+","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Project Delivery","50-59","30","30","[c]","[c]"
"In post","2021","Berkshire","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Project Delivery","65+","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Property","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Property","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Property","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Property","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Property","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Property","65+","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Security","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Security","20-29","170","160","28150","26610"
"In post","2021","Berkshire","Security","30-39","190","190","35060","35200"
"In post","2021","Berkshire","Security","40-49","120","120","38360","41070"
