"Status","Year","Region_ITL3","Function_of_post","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Blackpool","Digital, Data & Technology","50-59","400","380","43570","39750"
"In post","2022","Blackpool","Digital, Data & Technology","60-64","70","60","44170","39690"
"In post","2022","Blackpool","Digital, Data & Technology","65+","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Finance","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Finance","30-39","50","40","[c]","[c]"
"In post","2022","Blackpool","Finance","40-49","100","90","35680","35310"
"In post","2022","Blackpool","Finance","50-59","180","160","37590","35310"
"In post","2022","Blackpool","Finance","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Finance","65+","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Human Resources","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Human Resources","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Human Resources","40-49","40","40","[c]","[c]"
"In post","2022","Blackpool","Human Resources","50-59","70","70","39820","36480"
"In post","2022","Blackpool","Human Resources","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Internal Audit","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Internal Audit","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","No function","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","No function","20-29","570","560","23940","21260"
"In post","2022","Blackpool","No function","30-39","630","600","25370","27570"
"In post","2022","Blackpool","No function","40-49","790","720","26050","27570"
"In post","2022","Blackpool","No function","50-59","1180","1070","25810","27570"
"In post","2022","Blackpool","No function","60-64","350","280","24400","21260"
"In post","2022","Blackpool","No function","65+","100","80","23840","21260"
"In post","2022","Blackpool","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Project Delivery","40-49","70","70","32740","32080"
"In post","2022","Blackpool","Project Delivery","50-59","140","130","37300","34290"
"In post","2022","Blackpool","Project Delivery","60-64","40","30","[c]","[c]"
"In post","2022","Blackpool","Project Delivery","65+","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Property","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Property","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Property","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Property","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Property","65+","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Security","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Security","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Security","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Analysis","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Analysis","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Commercial","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Communications","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Counter Fraud","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Counter Fraud","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Counter Fraud","65+","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Digital, Data & Technology","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Digital, Data & Technology","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Digital, Data & Technology","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Digital, Data & Technology","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Digital, Data & Technology","65+","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Finance","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Finance","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Finance","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Human Resources","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Human Resources","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","No function","20-29","60","60","25260","24800"
"In post","2022","Bournemouth, Christchurch and Poole","No function","30-39","70","70","27450","27570"
"In post","2022","Bournemouth, Christchurch and Poole","No function","40-49","140","130","29170","27570"
"In post","2022","Bournemouth, Christchurch and Poole","No function","50-59","190","170","28800","27570"
"In post","2022","Bournemouth, Christchurch and Poole","No function","60-64","70","60","28530","27570"
"In post","2022","Bournemouth, Christchurch and Poole","No function","65+","30","20","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Property","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Property","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Property","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Property","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Property","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Property","65+","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Security","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Security","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Security","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Unknown","50-59","70","70","25690","25260"
"In post","2022","Bournemouth, Christchurch and Poole","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Commercial","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Commercial","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Communications","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Communications","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Counter Fraud","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Counter Fraud","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Counter Fraud","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Counter Fraud","65+","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Debt","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Debt","20-29","120","120","21730","21250"
"In post","2022","Bradford","Debt","30-39","140","120","22320","21260"
"In post","2022","Bradford","Debt","40-49","110","90","23090","21260"
"In post","2022","Bradford","Debt","50-59","100","90","24730","22080"
"In post","2022","Bradford","Debt","60-64","40","30","[c]","[c]"
"In post","2022","Bradford","Debt","65+","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Digital, Data & Technology","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Digital, Data & Technology","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Digital, Data & Technology","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Digital, Data & Technology","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Digital, Data & Technology","65+","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Finance","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Finance","30-39","30","30","[c]","[c]"
"In post","2022","Bradford","Finance","40-49","50","40","[c]","[c]"
"In post","2022","Bradford","Finance","50-59","90","70","24190","22080"
"In post","2022","Bradford","Finance","60-64","50","30","[c]","[c]"
"In post","2022","Bradford","Finance","65+","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Human Resources","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Human Resources","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Human Resources","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Human Resources","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Legal","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Legal","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Legal","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Legal","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","No function","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","No function","20-29","400","380","23820","21250"
"In post","2022","Bradford","No function","30-39","380","350","25880","26590"
"In post","2022","Bradford","No function","40-49","370","330","28050","27570"
"In post","2022","Bradford","No function","50-59","490","450","27960","27570"
"In post","2022","Bradford","No function","60-64","140","100","28070","27570"
"In post","2022","Bradford","No function","65+","40","30","[c]","[c]"
"In post","2022","Bradford","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Project Delivery","65+","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Property","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Property","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Property","65+","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Security","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Commercial","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Communications","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Digital, Data & Technology","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Human Resources","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Human Resources","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","No function","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","No function","20-29","90","90","24670","24520"
"In post","2022","Breckland and South Norfolk","No function","30-39","120","110","29050","27120"
"In post","2022","Breckland and South Norfolk","No function","40-49","90","90","32990","27570"
"In post","2022","Breckland and South Norfolk","No function","50-59","130","120","30130","27570"
"In post","2022","Breckland and South Norfolk","No function","60-64","30","30","[c]","[c]"
"In post","2022","Breckland and South Norfolk","No function","65+","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Property","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Property","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Property","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Property","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Security","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Security","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Security","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Security","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Brent","Commercial","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Brent","Commercial","65+","[c]","[c]","[c]","[c]"
"In post","2022","Brent","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Brent","Counter Fraud","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Brent","Digital, Data & Technology","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Brent","Digital, Data & Technology","65+","[c]","[c]","[c]","[c]"
"In post","2022","Brent","Finance","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Brent","Human Resources","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Brent","No function","20-29","90","90","29850","31060"
"In post","2022","Brent","No function","30-39","80","80","30510","31060"
"In post","2022","Brent","No function","40-49","80","70","31020","31060"
"In post","2022","Brent","No function","50-59","140","120","31280","31060"
"In post","2022","Brent","No function","60-64","40","30","[c]","[c]"
"In post","2022","Brent","No function","65+","30","30","[c]","[c]"
"In post","2022","Brent","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Brent","Property","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Brent","Property","20-29","30","30","[c]","[c]"
"In post","2022","Brent","Property","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Brent","Property","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Brent","Property","50-59","60","50","39130","35080"
"In post","2022","Brent","Property","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Brent","Property","65+","[c]","[c]","[c]","[c]"
"In post","2022","Brent","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Brent","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Brent","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Commercial","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Commercial","65+","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Counter Fraud","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Counter Fraud","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Counter Fraud","65+","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Digital, Data & Technology","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Digital, Data & Technology","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Digital, Data & Technology","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Digital, Data & Technology","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Digital, Data & Technology","65+","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Human Resources","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Human Resources","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Human Resources","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Legal","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Legal","65+","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","No function","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","No function","20-29","80","80","24350","21260"
"In post","2022","Bridgend and Neath Port Talbot","No function","30-39","140","130","26050","25120"
"In post","2022","Bridgend and Neath Port Talbot","No function","40-49","170","150","27960","27570"
"In post","2022","Bridgend and Neath Port Talbot","No function","50-59","200","180","29280","27570"
"In post","2022","Bridgend and Neath Port Talbot","No function","60-64","90","70","26970","25120"
"In post","2022","Bridgend and Neath Port Talbot","No function","65+","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Property","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Security","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Security","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Brighton and Hove","Communications","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Brighton and Hove","Counter Fraud","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Brighton and Hove","Counter Fraud","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Brighton and Hove","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Brighton and Hove","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Brighton and Hove","Counter Fraud","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Brighton and Hove","Counter Fraud","65+","[c]","[c]","[c]","[c]"
"In post","2022","Brighton and Hove","Digital, Data & Technology","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Brighton and Hove","Digital, Data & Technology","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Brighton and Hove","Digital, Data & Technology","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Brighton and Hove","Digital, Data & Technology","65+","[c]","[c]","[c]","[c]"
"In post","2022","Brighton and Hove","Finance","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Brighton and Hove","Finance","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Brighton and Hove","Human Resources","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Brighton and Hove","Human Resources","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Brighton and Hove","Legal","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Brighton and Hove","Legal","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Brighton and Hove","Legal","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Brighton and Hove","Legal","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Brighton and Hove","Legal","50-59","40","30","[c]","[c]"
"In post","2022","Brighton and Hove","Legal","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Brighton and Hove","Legal","65+","[c]","[c]","[c]","[c]"
"In post","2022","Brighton and Hove","No function","20-29","60","50","25860","27570"
"In post","2022","Brighton and Hove","No function","30-39","100","90","28880","27570"
"In post","2022","Brighton and Hove","No function","40-49","110","100","33760","27570"
"In post","2022","Brighton and Hove","No function","50-59","180","160","31880","27570"
"In post","2022","Brighton and Hove","No function","60-64","70","60","30190","26890"
"In post","2022","Brighton and Hove","No function","65+","30","20","[c]","[c]"
"In post","2022","Brighton and Hove","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Brighton and Hove","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Brighton and Hove","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Brighton and Hove","Property","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Brighton and Hove","Property","65+","[c]","[c]","[c]","[c]"
"In post","2022","Brighton and Hove","Security","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Brighton and Hove","Security","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Brighton and Hove","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Brighton and Hove","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Brighton and Hove","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Analysis","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Analysis","30-39","50","50","41560","39470"
"In post","2022","Bristol, City of","Analysis","40-49","40","30","[c]","[c]"
"In post","2022","Bristol, City of","Analysis","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Analysis","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Analysis","65+","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Commercial","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Commercial","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Commercial","40-49","30","30","[c]","[c]"
"In post","2022","Bristol, City of","Commercial","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Commercial","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Communications","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Communications","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Communications","40-49","40","30","[c]","[c]"
"In post","2022","Bristol, City of","Communications","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Communications","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Counter Fraud","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Counter Fraud","20-29","60","60","31990","26820"
"In post","2022","Bristol, City of","Counter Fraud","30-39","80","80","34870","33080"
"In post","2022","Bristol, City of","Counter Fraud","40-49","100","90","37880","33370"
"In post","2022","Bristol, City of","Counter Fraud","50-59","150","140","37230","33370"
"In post","2022","Bristol, City of","Counter Fraud","60-64","40","30","[c]","[c]"
"In post","2022","Bristol, City of","Counter Fraud","65+","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Debt","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Debt","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Debt","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Debt","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Debt","65+","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Digital, Data & Technology","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Digital, Data & Technology","20-29","80","70","32860","29180"
"In post","2022","Bristol, City of","Digital, Data & Technology","30-39","140","140","41690","40520"
"In post","2022","Bristol, City of","Digital, Data & Technology","40-49","140","140","47530","47640"
"In post","2022","Bristol, City of","Digital, Data & Technology","50-59","80","80","47130","42750"
"In post","2022","Bristol, City of","Digital, Data & Technology","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Digital, Data & Technology","65+","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Finance","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Finance","30-39","50","50","[c]","[c]"
"In post","2022","Bristol, City of","Finance","40-49","70","60","42760","39430"
"In post","2022","Bristol, City of","Finance","50-59","50","40","[c]","[c]"
"In post","2022","Bristol, City of","Finance","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Finance","65+","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Grants Management","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Grants Management","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Grants Management","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Grants Management","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Grants Management","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Grants Management","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Human Resources","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Human Resources","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Human Resources","30-39","50","40","[c]","[c]"
"In post","2022","Bristol, City of","Human Resources","40-49","50","50","42110","38680"
"In post","2022","Bristol, City of","Human Resources","50-59","60","50","45590","41140"
"In post","2022","Bristol, City of","Human Resources","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Human Resources","65+","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Internal Audit","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Internal Audit","65+","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Legal","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Legal","20-29","50","50","[c]","[c]"
"In post","2022","Bristol, City of","Legal","30-39","50","50","48180","52010"
"In post","2022","Bristol, City of","Legal","40-49","50","50","47490","48830"
"In post","2022","Bristol, City of","Legal","50-59","70","70","46670","50530"
"In post","2022","Bristol, City of","Legal","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Legal","65+","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","No function","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","No function","20-29","950","930","27970","26590"
"In post","2022","Bristol, City of","No function","30-39","1160","1090","34020","31990"
"In post","2022","Bristol, City of","No function","40-49","930","850","35480","31900"
