"Status","Year","Disability","Region_ITL3","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Merton, Kingston upon Thames and Sutton","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Merton, Kingston upon Thames and Sutton","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mid and East Antrim","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mid and East Antrim","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mid Kent","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mid Kent","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mid Kent","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mid Kent","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mid Kent","50-59","50","40","[c]","[c]"
"In post","2021","Declared disabled","Mid Kent","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mid Kent","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mid Lancashire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mid Lancashire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mid Lancashire","30-39","70","70","25430","23840"
"In post","2021","Declared disabled","Mid Lancashire","40-49","240","210","27080","25560"
"In post","2021","Declared disabled","Mid Lancashire","50-59","330","300","26430","25560"
"In post","2021","Declared disabled","Mid Lancashire","60-64","80","60","27210","21630"
"In post","2021","Declared disabled","Mid Lancashire","65+","30","20","[c]","[c]"
"In post","2021","Declared disabled","Milton Keynes","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Milton Keynes","20-29","30","30","[c]","[c]"
"In post","2021","Declared disabled","Milton Keynes","30-39","30","30","[c]","[c]"
"In post","2021","Declared disabled","Milton Keynes","40-49","40","40","[c]","[c]"
"In post","2021","Declared disabled","Milton Keynes","50-59","70","70","31800","30080"
"In post","2021","Declared disabled","Milton Keynes","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Milton Keynes","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Monmouthshire and Newport","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Monmouthshire and Newport","20-29","60","60","29100","29540"
"In post","2021","Declared disabled","Monmouthshire and Newport","30-39","110","100","33510","30130"
"In post","2021","Declared disabled","Monmouthshire and Newport","40-49","100","100","33530","30130"
"In post","2021","Declared disabled","Monmouthshire and Newport","50-59","120","110","32430","28900"
"In post","2021","Declared disabled","Monmouthshire and Newport","60-64","40","30","[c]","[c]"
"In post","2021","Declared disabled","Monmouthshire and Newport","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Na h-Eileanan Siar","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Na h-Eileanan Siar","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Na h-Eileanan Siar","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Na h-Eileanan Siar","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Na h-Eileanan Siar","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Na h-Eileanan Siar","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Na h-Eileanan Siar","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Newry, Mourne and Down","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Newry, Mourne and Down","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Newry, Mourne and Down","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Newry, Mourne and Down","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Newry, Mourne and Down","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Newry, Mourne and Down","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North and North East Lincolnshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North and North East Lincolnshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North and North East Lincolnshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North and North East Lincolnshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North and North East Lincolnshire","50-59","30","30","[c]","[c]"
"In post","2021","Declared disabled","North and North East Lincolnshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North and North East Lincolnshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North and West Norfolk","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North and West Norfolk","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North and West Norfolk","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North and West Norfolk","50-59","50","40","[c]","[c]"
"In post","2021","Declared disabled","North and West Norfolk","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North and West Norfolk","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Hampshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Hampshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Hampshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Hampshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Hampshire","50-59","40","40","[c]","[c]"
"In post","2021","Declared disabled","North Hampshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Hampshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Lanarkshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Lanarkshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Lanarkshire","30-39","40","40","[c]","[c]"
"In post","2021","Declared disabled","North Lanarkshire","40-49","50","40","[c]","[c]"
"In post","2021","Declared disabled","North Lanarkshire","50-59","130","100","25870","21440"
"In post","2021","Declared disabled","North Lanarkshire","60-64","50","40","25100","21210"
"In post","2021","Declared disabled","North Lanarkshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Northamptonshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Northamptonshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Northamptonshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Northamptonshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Northamptonshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Northamptonshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Nottinghamshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Nottinghamshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Nottinghamshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Nottinghamshire","40-49","40","40","[c]","[c]"
"In post","2021","Declared disabled","North Nottinghamshire","50-59","50","50","29180","27570"
"In post","2021","Declared disabled","North Nottinghamshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Nottinghamshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Yorkshire CC","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Yorkshire CC","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Yorkshire CC","40-49","40","40","[c]","[c]"
"In post","2021","Declared disabled","North Yorkshire CC","50-59","80","70","29360","27570"
"In post","2021","Declared disabled","North Yorkshire CC","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Yorkshire CC","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Yorkshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northumberland","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northumberland","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northumberland","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northumberland","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northumberland","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northumberland","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Norwich and East Norfolk","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Norwich and East Norfolk","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Norwich and East Norfolk","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Norwich and East Norfolk","40-49","60","50","29430","27570"
"In post","2021","Declared disabled","Norwich and East Norfolk","50-59","90","80","27670","27570"
"In post","2021","Declared disabled","Norwich and East Norfolk","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Norwich and East Norfolk","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Nottingham","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Nottingham","20-29","80","80","24540","23690"
"In post","2021","Declared disabled","Nottingham","30-39","150","140","29790","27570"
"In post","2021","Declared disabled","Nottingham","40-49","230","210","30910","27570"
"In post","2021","Declared disabled","Nottingham","50-59","340","310","32320","28130"
"In post","2021","Declared disabled","Nottingham","60-64","90","70","28640","26810"
"In post","2021","Declared disabled","Nottingham","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Orkney Islands","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Orkney Islands","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Orkney Islands","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Orkney Islands","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Orkney Islands","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Orkney Islands","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Orkney Islands","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","30-39","70","70","49000","52550"
"In post","2021","Declared disabled","Overseas","40-49","60","60","46300","39880"
"In post","2021","Declared disabled","Overseas","50-59","60","60","50910","50400"
"In post","2021","Declared disabled","Overseas","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Oxfordshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Oxfordshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Oxfordshire","30-39","40","40","[c]","[c]"
"In post","2021","Declared disabled","Oxfordshire","40-49","70","70","32730","30400"
"In post","2021","Declared disabled","Oxfordshire","50-59","100","90","31930","29640"
"In post","2021","Declared disabled","Oxfordshire","60-64","30","20","[c]","[c]"
"In post","2021","Declared disabled","Oxfordshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Perth and Kinross and Stirling","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Perth and Kinross and Stirling","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Perth and Kinross and Stirling","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Perth and Kinross and Stirling","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Perth and Kinross and Stirling","50-59","60","60","32330","31990"
"In post","2021","Declared disabled","Perth and Kinross and Stirling","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Perth and Kinross and Stirling","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Perth and Kinross and Stirling","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Peterborough","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Peterborough","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Peterborough","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Peterborough","40-49","40","30","[c]","[c]"
"In post","2021","Declared disabled","Peterborough","50-59","90","80","27860","26120"
"In post","2021","Declared disabled","Peterborough","60-64","30","30","[c]","[c]"
"In post","2021","Declared disabled","Peterborough","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Plymouth","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Plymouth","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Plymouth","30-39","30","30","[c]","[c]"
"In post","2021","Declared disabled","Plymouth","40-49","60","60","29090","27570"
"In post","2021","Declared disabled","Plymouth","50-59","130","120","29800","27570"
"In post","2021","Declared disabled","Plymouth","60-64","50","40","[c]","[c]"
"In post","2021","Declared disabled","Plymouth","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Plymouth","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Portsmouth","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Portsmouth","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Portsmouth","30-39","50","50","30200","27570"
"In post","2021","Declared disabled","Portsmouth","40-49","90","80","30260","27570"
"In post","2021","Declared disabled","Portsmouth","50-59","170","160","28370","26670"
"In post","2021","Declared disabled","Portsmouth","60-64","60","50","27720","25560"
"In post","2021","Declared disabled","Portsmouth","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Powys","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Powys","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Powys","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Powys","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Powys","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Powys","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Redbridge and Waltham Forest","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Redbridge and Waltham Forest","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Redbridge and Waltham Forest","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Redbridge and Waltham Forest","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Redbridge and Waltham Forest","50-59","70","60","28640","30170"
"In post","2021","Declared disabled","Redbridge and Waltham Forest","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Redbridge and Waltham Forest","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Sandwell","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Sandwell","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Sandwell","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Sandwell","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Sandwell","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Sandwell","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Sandwell","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Borders","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Borders","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Borders","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Borders","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Borders","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Borders","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Borders","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Sefton","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Sefton","20-29","40","40","[c]","[c]"
"In post","2021","Declared disabled","Sefton","30-39","90","80","27040","25560"
"In post","2021","Declared disabled","Sefton","40-49","170","150","29110","25560"
"In post","2021","Declared disabled","Sefton","50-59","250","220","29840","27570"
"In post","2021","Declared disabled","Sefton","60-64","70","60","27520","22160"
"In post","2021","Declared disabled","Sefton","65+","30","20","[c]","[c]"
"In post","2021","Declared disabled","Sefton","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Sheffield","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Sheffield","20-29","60","50","28040","26280"
"In post","2021","Declared disabled","Sheffield","30-39","160","150","31660","27570"
"In post","2021","Declared disabled","Sheffield","40-49","210","190","33770","30090"
"In post","2021","Declared disabled","Sheffield","50-59","300","270","32100","28640"
"In post","2021","Declared disabled","Sheffield","60-64","70","50","28100","26920"
"In post","2021","Declared disabled","Sheffield","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Sheffield","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Shetland Islands","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Shetland Islands","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Shetland Islands","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Shetland Islands","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Shetland Islands","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Shropshire CC","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Shropshire CC","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Shropshire CC","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Shropshire CC","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Shropshire CC","50-59","60","60","28140","27570"
"In post","2021","Declared disabled","Shropshire CC","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Shropshire CC","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Solihull","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Solihull","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Solihull","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Solihull","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Solihull","50-59","50","40","[c]","[c]"
"In post","2021","Declared disabled","Solihull","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Solihull","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Somerset","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Somerset","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Somerset","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Somerset","40-49","50","40","[c]","[c]"
"In post","2021","Declared disabled","Somerset","50-59","90","80","29610","27570"
"In post","2021","Declared disabled","Somerset","60-64","40","30","[c]","[c]"
"In post","2021","Declared disabled","Somerset","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South and West Derbyshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South and West Derbyshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South and West Derbyshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South and West Derbyshire","40-49","30","30","[c]","[c]"
"In post","2021","Declared disabled","South and West Derbyshire","50-59","60","50","33410","30700"
"In post","2021","Declared disabled","South and West Derbyshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South and West Derbyshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South Ayrshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South Ayrshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South Ayrshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South Ayrshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South Ayrshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South Ayrshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South Hampshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South Hampshire","20-29","40","30","[c]","[c]"
"In post","2021","Declared disabled","South Hampshire","30-39","50","50","30990","29540"
"In post","2021","Declared disabled","South Hampshire","40-49","80","70","35330","29890"
"In post","2021","Declared disabled","South Hampshire","50-59","180","150","29400","26670"
"In post","2021","Declared disabled","South Hampshire","60-64","60","40","26610","24450"
"In post","2021","Declared disabled","South Hampshire","65+","30","20","[c]","[c]"
"In post","2021","Declared disabled","South Lanarkshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South Lanarkshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South Lanarkshire","30-39","60","60","30290","26120"
"In post","2021","Declared disabled","South Lanarkshire","40-49","70","70","30080","27570"
"In post","2021","Declared disabled","South Lanarkshire","50-59","110","100","31740","27570"
"In post","2021","Declared disabled","South Lanarkshire","60-64","40","30","[c]","[c]"
"In post","2021","Declared disabled","South Lanarkshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South Nottinghamshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South Nottinghamshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South Nottinghamshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South Nottinghamshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South Nottinghamshire","50-59","40","40","[c]","[c]"
"In post","2021","Declared disabled","South Nottinghamshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South Nottinghamshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South Teesside","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South Teesside","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South Teesside","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South Teesside","40-49","60","50","25970","27570"
"In post","2021","Declared disabled","South Teesside","50-59","90","80","27040","27570"
"In post","2021","Declared disabled","South Teesside","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South Teesside","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South West Wales","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South West Wales","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South West Wales","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South West Wales","40-49","40","40","[c]","[c]"
"In post","2021","Declared disabled","South West Wales","50-59","60","60","28610","27570"
"In post","2021","Declared disabled","South West Wales","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South West Wales","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Southampton","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Southampton","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Southampton","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Southampton","40-49","30","30","[c]","[c]"
"In post","2021","Declared disabled","Southampton","50-59","50","50","29890","27570"
"In post","2021","Declared disabled","Southampton","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Southampton","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Southend-on-Sea","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Southend-on-Sea","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Southend-on-Sea","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Southend-on-Sea","40-49","50","40","[c]","[c]"
"In post","2021","Declared disabled","Southend-on-Sea","50-59","80","70","32110","31810"
"In post","2021","Declared disabled","Southend-on-Sea","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Southend-on-Sea","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Southend-on-Sea","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Staffordshire CC","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Staffordshire CC","20-29","40","40","[c]","[c]"
"In post","2021","Declared disabled","Staffordshire CC","30-39","80","70","28060","27570"
"In post","2021","Declared disabled","Staffordshire CC","40-49","110","100","32090","27570"
"In post","2021","Declared disabled","Staffordshire CC","50-59","180","170","31290","29190"
"In post","2021","Declared disabled","Staffordshire CC","60-64","50","40","30160","27570"
"In post","2021","Declared disabled","Staffordshire CC","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Stoke-on-Trent","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Stoke-on-Trent","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Stoke-on-Trent","30-39","30","30","[c]","[c]"
"In post","2021","Declared disabled","Stoke-on-Trent","40-49","50","50","26550","27570"
"In post","2021","Declared disabled","Stoke-on-Trent","50-59","90","80","26210","21820"
"In post","2021","Declared disabled","Stoke-on-Trent","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Stoke-on-Trent","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Suffolk","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Suffolk","20-29","40","40","[c]","[c]"
"In post","2021","Declared disabled","Suffolk","30-39","50","50","29510","27570"
"In post","2021","Declared disabled","Suffolk","40-49","110","100","28180","27570"
"In post","2021","Declared disabled","Suffolk","50-59","150","140","28520","27570"
"In post","2021","Declared disabled","Suffolk","60-64","40","30","[c]","[c]"
"In post","2021","Declared disabled","Suffolk","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Sunderland","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Sunderland","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Sunderland","30-39","60","50","25390","25560"
"In post","2021","Declared disabled","Sunderland","40-49","140","120","26440","27570"
"In post","2021","Declared disabled","Sunderland","50-59","210","180","25090","21440"
"In post","2021","Declared disabled","Sunderland","60-64","80","60","24330","21440"
"In post","2021","Declared disabled","Sunderland","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Sunderland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Swansea","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Swansea","20-29","30","30","[c]","[c]"
"In post","2021","Declared disabled","Swansea","30-39","160","140","23720","21590"
"In post","2021","Declared disabled","Swansea","40-49","230","200","24500","21590"
"In post","2021","Declared disabled","Swansea","50-59","330","290","26360","21590"
"In post","2021","Declared disabled","Swansea","60-64","150","100","25070","21590"
"In post","2021","Declared disabled","Swansea","65+","40","20","[c]","[c]"
"In post","2021","Declared disabled","Swindon","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Swindon","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Swindon","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Swindon","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Swindon","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Swindon","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Telford and Wrekin","20-29","[c]","[c]","[c]","[c]"
