"Status","Year","Disability","Region_ITL3","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Telford and Wrekin","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Telford and Wrekin","40-49","60","50","33420","27570"
"In post","2021","Declared disabled","Telford and Wrekin","50-59","100","90","32110","30470"
"In post","2021","Declared disabled","Telford and Wrekin","60-64","40","30","[c]","[c]"
"In post","2021","Declared disabled","Telford and Wrekin","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Thurrock","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Thurrock","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Thurrock","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Thurrock","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Thurrock","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Thurrock","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Thurrock","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Torbay","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Torbay","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Torbay","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Torbay","50-59","30","30","[c]","[c]"
"In post","2021","Declared disabled","Torbay","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Torbay","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Tower Hamlets","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Tower Hamlets","20-29","70","70","34460","31060"
"In post","2021","Declared disabled","Tower Hamlets","30-39","100","100","46450","43960"
"In post","2021","Declared disabled","Tower Hamlets","40-49","140","130","49310","46850"
"In post","2021","Declared disabled","Tower Hamlets","50-59","150","140","49040","42140"
"In post","2021","Declared disabled","Tower Hamlets","60-64","40","40","[c]","[c]"
"In post","2021","Declared disabled","Tower Hamlets","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Tyneside","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Tyneside","20-29","130","130","24550","21010"
"In post","2021","Declared disabled","Tyneside","30-39","270","250","26790","25550"
"In post","2021","Declared disabled","Tyneside","40-49","430","400","28650","25560"
"In post","2021","Declared disabled","Tyneside","50-59","640","560","28120","25860"
"In post","2021","Declared disabled","Tyneside","60-64","210","160","25020","21420"
"In post","2021","Declared disabled","Tyneside","65+","50","40","24880","21010"
"In post","2021","Declared disabled","Tyneside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","30-39","40","40","[c]","[c]"
"In post","2021","Declared disabled","Unknown","40-49","30","30","[c]","[c]"
"In post","2021","Declared disabled","Unknown","50-59","70","70","31740","27570"
"In post","2021","Declared disabled","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wakefield","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wakefield","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wakefield","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wakefield","40-49","50","40","[c]","[c]"
"In post","2021","Declared disabled","Wakefield","50-59","80","70","34050","28200"
"In post","2021","Declared disabled","Wakefield","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wakefield","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Walsall","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Walsall","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Walsall","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Walsall","50-59","40","30","[c]","[c]"
"In post","2021","Declared disabled","Walsall","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Walsall","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wandsworth","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wandsworth","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wandsworth","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wandsworth","50-59","40","40","[c]","[c]"
"In post","2021","Declared disabled","Wandsworth","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wandsworth","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Warrington","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Warrington","30-39","40","30","[c]","[c]"
"In post","2021","Declared disabled","Warrington","40-49","60","50","32200","28840"
"In post","2021","Declared disabled","Warrington","50-59","80","70","29720","27570"
"In post","2021","Declared disabled","Warrington","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Warrington","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Warwickshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Warwickshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Warwickshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Warwickshire","40-49","40","40","[c]","[c]"
"In post","2021","Declared disabled","Warwickshire","50-59","70","60","27040","27120"
"In post","2021","Declared disabled","Warwickshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Warwickshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Cumbria","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Cumbria","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Cumbria","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Cumbria","40-49","40","40","[c]","[c]"
"In post","2021","Declared disabled","West Cumbria","50-59","50","40","[c]","[c]"
"In post","2021","Declared disabled","West Cumbria","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Cumbria","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Essex","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Essex","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Essex","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Essex","50-59","30","30","[c]","[c]"
"In post","2021","Declared disabled","West Essex","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Essex","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Kent","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Kent","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Kent","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Kent","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Kent","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Kent","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Lothian","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Lothian","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Lothian","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Lothian","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Lothian","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Lothian","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Lothian","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Lothian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Northamptonshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Northamptonshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Northamptonshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Northamptonshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Northamptonshire","50-59","50","50","27870","27570"
"In post","2021","Declared disabled","West Northamptonshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Northamptonshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Surrey","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Surrey","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Surrey","30-39","40","30","[c]","[c]"
"In post","2021","Declared disabled","West Surrey","40-49","50","40","[c]","[c]"
"In post","2021","Declared disabled","West Surrey","50-59","90","80","32710","29390"
"In post","2021","Declared disabled","West Surrey","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Surrey","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Sussex (North East)","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Sussex (North East)","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Sussex (North East)","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Sussex (North East)","50-59","40","30","[c]","[c]"
"In post","2021","Declared disabled","West Sussex (North East)","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Sussex (North East)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Sussex (South West)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Sussex (South West)","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Sussex (South West)","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Sussex (South West)","40-49","40","30","[c]","[c]"
"In post","2021","Declared disabled","West Sussex (South West)","50-59","70","60","31250","28130"
"In post","2021","Declared disabled","West Sussex (South West)","60-64","30","30","[c]","[c]"
"In post","2021","Declared disabled","West Sussex (South West)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Westminster","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Westminster","20-29","1000","990","36930","33970"
"In post","2021","Declared disabled","Westminster","30-39","1090","1060","48370","51730"
"In post","2021","Declared disabled","Westminster","40-49","1050","1010","49990","46220"
"In post","2021","Declared disabled","Westminster","50-59","1200","1170","48210","41990"
"In post","2021","Declared disabled","Westminster","60-64","280","260","44050","38890"
"In post","2021","Declared disabled","Westminster","65+","80","70","39940","35170"
"In post","2021","Declared disabled","Westminster","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wiltshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wiltshire","20-29","110","110","27260","27570"
"In post","2021","Declared disabled","Wiltshire","30-39","140","130","33650","33120"
"In post","2021","Declared disabled","Wiltshire","40-49","180","170","37090","33300"
"In post","2021","Declared disabled","Wiltshire","50-59","210","210","37330","34610"
"In post","2021","Declared disabled","Wiltshire","60-64","80","70","34500","33300"
"In post","2021","Declared disabled","Wiltshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wirral","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wirral","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wirral","30-39","40","40","[c]","[c]"
"In post","2021","Declared disabled","Wirral","40-49","90","80","25220","22350"
"In post","2021","Declared disabled","Wirral","50-59","160","140","25720","27130"
"In post","2021","Declared disabled","Wirral","60-64","60","40","26290","27130"
"In post","2021","Declared disabled","Wirral","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wolverhampton","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wolverhampton","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wolverhampton","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wolverhampton","40-49","40","30","[c]","[c]"
"In post","2021","Declared disabled","Wolverhampton","50-59","70","60","25580","27570"
"In post","2021","Declared disabled","Wolverhampton","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wolverhampton","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Worcestershire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Worcestershire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Worcestershire","30-39","30","30","[c]","[c]"
"In post","2021","Declared disabled","Worcestershire","40-49","60","50","31450","29910"
"In post","2021","Declared disabled","Worcestershire","50-59","90","90","29950","27570"
"In post","2021","Declared disabled","Worcestershire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Worcestershire","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","York","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","York","20-29","30","30","[c]","[c]"
"In post","2021","Declared disabled","York","30-39","40","30","[c]","[c]"
"In post","2021","Declared disabled","York","40-49","70","70","37080","33300"
"In post","2021","Declared disabled","York","50-59","110","100","38080","32940"
"In post","2021","Declared disabled","York","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","York","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","York","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Aberdeen City and Aberdeenshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Aberdeen City and Aberdeenshire","20-29","100","100","27640","27150"
"In post","2021","Declared non-disabled","Aberdeen City and Aberdeenshire","30-39","220","210","35350","31060"
"In post","2021","Declared non-disabled","Aberdeen City and Aberdeenshire","40-49","260","250","44050","36040"
"In post","2021","Declared non-disabled","Aberdeen City and Aberdeenshire","50-59","350","340","40250","31720"
"In post","2021","Declared non-disabled","Aberdeen City and Aberdeenshire","60-64","80","70","37290","27570"
"In post","2021","Declared non-disabled","Aberdeen City and Aberdeenshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Angus and Dundee City","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Angus and Dundee City","20-29","120","110","23390","21010"
"In post","2021","Declared non-disabled","Angus and Dundee City","30-39","280","260","26310","23340"
"In post","2021","Declared non-disabled","Angus and Dundee City","40-49","290","270","27080","25190"
"In post","2021","Declared non-disabled","Angus and Dundee City","50-59","330","300","28450","26160"
"In post","2021","Declared non-disabled","Angus and Dundee City","60-64","110","90","25680","21690"
