"Status","Year","Region_ITL3","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Hounslow and Richmond upon Thames","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Hounslow and Richmond upon Thames","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Hounslow and Richmond upon Thames","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Hounslow and Richmond upon Thames","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Hounslow and Richmond upon Thames","Undeclared","Home Office","30","30","[c]","[c]"
"In post","2022","Hounslow and Richmond upon Thames","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Hounslow and Richmond upon Thames","Undeclared","Ministry of Justice","110","110","34150","35230"
"In post","2022","Hounslow and Richmond upon Thames","Undeclared","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Hounslow and Richmond upon Thames","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Hounslow and Richmond upon Thames","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Hounslow and Richmond upon Thames","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Hounslow and Richmond upon Thames","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Hounslow and Richmond upon Thames","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Hounslow and Richmond upon Thames","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Hounslow and Richmond upon Thames","Unknown","Home Office","80","80","28140","28650"
"In post","2022","Hounslow and Richmond upon Thames","Unknown","Ministry of Defence","50","50","[c]","[c]"
"In post","2022","Hounslow and Richmond upon Thames","Unknown","Ministry of Justice","180","180","30320","31020"
"In post","2022","Hounslow and Richmond upon Thames","Unknown","The National Archives","170","170","35060","30620"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Declared disabled","Department for Work and Pensions","60","50","25740","27570"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Declared disabled","Scottish Government","40","30","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Declared non-disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Declared non-disabled","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Declared non-disabled","Department for Transport","40","40","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Declared non-disabled","Department for Work and Pensions","300","260","25190","27570"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Declared non-disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Declared non-disabled","Home Office","110","110","29040","27370"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Declared non-disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Declared non-disabled","Scottish Government","140","130","35700","30040"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Unknown","Home Office","40","30","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Unknown","National Crime Agency","40","40","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Unknown","Scottish Government","260","230","31310","30450"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Declared disabled","Department for Work and Pensions","60","50","26850","27570"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Declared disabled","Scottish Government","30","30","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Declared non-disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Declared non-disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Declared non-disabled","Department for Work and Pensions","180","160","27390","27570"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Declared non-disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Declared non-disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Declared non-disabled","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Declared non-disabled","Ministry of Defence","240","230","26150","21380"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Declared non-disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Declared non-disabled","Scottish Government","330","310","34530","31060"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Unknown","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Unknown","Ministry of Defence","30","30","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Unknown","Scottish Government","190","180","31730","30240"
"In post","2022","Isle of Anglesey","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","Declared disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","Declared non-disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","Declared non-disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","Declared non-disabled","Department for Work and Pensions","50","40","[c]","[c]"
"In post","2022","Isle of Anglesey","Declared non-disabled","Home Office","40","40","[c]","[c]"
"In post","2022","Isle of Anglesey","Declared non-disabled","Ministry of Defence","60","50","29560","26670"
"In post","2022","Isle of Anglesey","Declared non-disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","Declared non-disabled","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","Unknown","Home Office","[c]","[c]","[c]","[c]"
