"Status","Year","Region_ITL3","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Swindon","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Declared disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Declared non-disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Declared non-disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Declared non-disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Declared non-disabled","HM Revenue and Customs","30","30","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Declared non-disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Declared non-disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Thurrock","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Thurrock","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Thurrock","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Thurrock","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Thurrock","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Thurrock","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Thurrock","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Thurrock","Declared non-disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Thurrock","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Thurrock","Declared non-disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Thurrock","Declared non-disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Thurrock","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Thurrock","Declared non-disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Thurrock","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Thurrock","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Thurrock","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Thurrock","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Thurrock","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Torbay","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Torbay","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Torbay","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Torbay","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Torbay","Declared non-disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Torbay","Declared non-disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Torbay","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Torbay","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Declared non-disabled","Cabinet Office","70","70","60640","58840"
"Leaver CS","2022","Tower Hamlets","Declared non-disabled","Competition and Markets Authority","80","80","53600","54320"
"Leaver CS","2022","Tower Hamlets","Declared non-disabled","Department for Work and Pensions","30","30","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Declared non-disabled","Department of Health and Social Care","80","70","51020","41010"
"Leaver CS","2022","Tower Hamlets","Declared non-disabled","HM Revenue and Customs","40","30","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Declared non-disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Declared non-disabled","Ministry of Justice","70","70","39000","34260"
"Leaver CS","2022","Tower Hamlets","Declared non-disabled","Office of Gas and Electricity Markets","130","130","50110","46000"
"Leaver CS","2022","Tower Hamlets","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Unknown","Cabinet Office","30","30","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Unknown","Department of Health and Social Care","130","130","47610","40450"
"Leaver CS","2022","Tower Hamlets","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Declared disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Declared disabled","Department for Work and Pensions","80","60","25380","21260"
"Leaver CS","2022","Tyneside","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Declared disabled","HM Revenue and Customs","40","30","[c]","[c]"
"Leaver CS","2022","Tyneside","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Declared non-disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Declared non-disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Declared non-disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Declared non-disabled","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Declared non-disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Declared non-disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Declared non-disabled","Department for Work and Pensions","400","360","26020","21260"
"Leaver CS","2022","Tyneside","Declared non-disabled","Department of Health and Social Care","80","70","39440","36510"
"Leaver CS","2022","Tyneside","Declared non-disabled","HM Revenue and Customs","260","210","[c]","[c]"
"Leaver CS","2022","Tyneside","Declared non-disabled","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Declared non-disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Declared non-disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Declared non-disabled","Ministry of Justice","40","30","[c]","[c]"
"Leaver CS","2022","Tyneside","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Unknown","Department for Work and Pensions","90","90","27530","21260"
"Leaver CS","2022","Tyneside","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Unknown","HM Revenue and Customs","220","180","[c]","[c]"
"Leaver CS","2022","Tyneside","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Department for Transport","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Department for Transport","260","210","25000","21840"
"Leaver CS","2022","Unknown","Declared non-disabled","Department for Work and Pensions","60","60","30290","27570"
"Leaver CS","2022","Unknown","Declared non-disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Ministry of Justice","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Department for Transport","30","20","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Cabinet Office","60","60","52930","49700"
"Leaver CS","2022","Unknown","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Department for Transport","90","80","22640","21590"
"Leaver CS","2022","Unknown","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Department of Health and Social Care","80","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Ministry of Defence","240","240","35970","33420"
"Leaver CS","2022","Unknown","Unknown","Ministry of Justice","180","160","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","Declared non-disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","Declared non-disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","Declared non-disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","Declared non-disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","Declared non-disabled","Ministry of Justice","80","60","[c]","[c]"
"Leaver CS","2022","Wakefield","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Walsall","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Walsall","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Walsall","Declared non-disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Walsall","Declared non-disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Walsall","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Walsall","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Walsall","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wandsworth","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wandsworth","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wandsworth","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wandsworth","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wandsworth","Declared non-disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wandsworth","Declared non-disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wandsworth","Declared non-disabled","Ministry of Justice","40","40","[c]","[c]"
"Leaver CS","2022","Wandsworth","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wandsworth","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wandsworth","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wandsworth","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wandsworth","Unknown","Ministry of Justice","40","40","[c]","[c]"
"Leaver CS","2022","Warrington","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","Declared disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","Declared non-disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","Declared non-disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","Declared non-disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","Declared non-disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","Declared non-disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","Declared non-disabled","Ministry of Justice","30","30","[c]","[c]"
"Leaver CS","2022","Warrington","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","Unknown","National Crime Agency","30","30","[c]","[c]"
"Leaver CS","2022","Warwickshire CC","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warwickshire CC","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warwickshire CC","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warwickshire CC","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warwickshire CC","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warwickshire CC","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warwickshire CC","Declared non-disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warwickshire CC","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warwickshire CC","Declared non-disabled","Department for Work and Pensions","50","40","[c]","[c]"
"Leaver CS","2022","Warwickshire CC","Declared non-disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warwickshire CC","Declared non-disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warwickshire CC","Declared non-disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warwickshire CC","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warwickshire CC","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warwickshire CC","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warwickshire CC","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warwickshire CC","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warwickshire CC","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warwickshire CC","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warwickshire CC","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Cumbria","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Cumbria","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Cumbria","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Cumbria","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Cumbria","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Cumbria","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Cumbria","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Cumbria","Declared non-disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Cumbria","Declared non-disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Cumbria","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
