"Status","Year","Parent_department","Age","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Attorney General's Departments","20-29","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","20-29","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","20-29","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","20-29","Nottingham","60","60","26480","25480"
"In post","2022","Attorney General's Departments","20-29","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","20-29","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","20-29","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","20-29","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","20-29","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","20-29","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","20-29","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","20-29","Tyneside","30","30","[c]","[c]"
"In post","2022","Attorney General's Departments","20-29","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","20-29","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","20-29","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","20-29","Westminster","670","660","33370","29280"
"In post","2022","Attorney General's Departments","20-29","York","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","30-39","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","30-39","Berkshire","40","30","[c]","[c]"
"In post","2022","Attorney General's Departments","30-39","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","30-39","Birmingham","90","90","38980","38180"
"In post","2022","Attorney General's Departments","30-39","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","30-39","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","30-39","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","30-39","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","30-39","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","30-39","Cardiff and Vale of Glamorgan","30","30","[c]","[c]"
"In post","2022","Attorney General's Departments","30-39","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","30-39","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","30-39","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","30-39","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","30-39","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","30-39","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","30-39","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","30-39","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","30-39","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","30-39","Heart of Essex","40","30","[c]","[c]"
"In post","2022","Attorney General's Departments","30-39","Hertfordshire CC","40","30","[c]","[c]"
"In post","2022","Attorney General's Departments","30-39","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","30-39","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","30-39","Leeds","100","90","44380","48080"
"In post","2022","Attorney General's Departments","30-39","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","30-39","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","30-39","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","30-39","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","30-39","Liverpool","70","70","38080","38000"
"In post","2022","Attorney General's Departments","30-39","Manchester","60","60","38670","43920"
"In post","2022","Attorney General's Departments","30-39","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","30-39","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","30-39","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","30-39","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","30-39","Nottingham","70","60","38480","38090"
"In post","2022","Attorney General's Departments","30-39","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","30-39","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","30-39","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","30-39","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","30-39","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","30-39","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","30-39","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","30-39","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","30-39","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","30-39","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","30-39","Tyneside","60","60","37690","35810"
"In post","2022","Attorney General's Departments","30-39","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","30-39","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","30-39","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","30-39","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","30-39","Westminster","1190","1130","49130","51250"
"In post","2022","Attorney General's Departments","30-39","York","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","Birmingham","140","130","43840","48080"
"In post","2022","Attorney General's Departments","40-49","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","Brighton and Hove","30","30","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","Bristol, City of","40","40","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","Cardiff and Vale of Glamorgan","80","70","39860","38760"
"In post","2022","Attorney General's Departments","40-49","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","East Kent","40","40","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","Heart of Essex","60","50","43840","39750"
"In post","2022","Attorney General's Departments","40-49","Hertfordshire CC","60","50","45830","53050"
"In post","2022","Attorney General's Departments","40-49","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","Leeds","130","110","47160","48830"
"In post","2022","Attorney General's Departments","40-49","Leicester","50","40","43650","49110"
"In post","2022","Attorney General's Departments","40-49","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","Liverpool","80","70","40120","31010"
"In post","2022","Attorney General's Departments","40-49","Manchester","130","120","42430","48080"
"In post","2022","Attorney General's Departments","40-49","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","Mid Lancashire","60","50","41230","42090"
"In post","2022","Attorney General's Departments","40-49","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","Nottingham","70","70","43150","48080"
"In post","2022","Attorney General's Departments","40-49","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","Sheffield","30","30","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","South Hampshire","50","40","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","Tyneside","60","60","40940","48080"
"In post","2022","Attorney General's Departments","40-49","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","Walsall","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","Westminster","1310","1190","54890","55700"
"In post","2022","Attorney General's Departments","40-49","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","40-49","Worcestershire CC","[c]","[c]","[c]","[c]"
