"Status","Year","Parent_department","Age","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Scottish Government","20-29","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","20-29","Perth and Kinross and Stirling","110","110","26320","25870"
"In post","2021","Scottish Government","20-29","Scottish Borders","40","40","[c]","[c]"
"In post","2021","Scottish Government","20-29","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","20-29","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","20-29","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","20-29","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","30-39","Aberdeen City and Aberdeenshire","280","270","32270","30650"
"In post","2021","Scottish Government","30-39","Angus and Dundee City","150","140","30740","27150"
"In post","2021","Scottish Government","30-39","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","30-39","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","30-39","City of Edinburgh","2300","2210","38930","35110"
"In post","2021","Scottish Government","30-39","Clackmannanshire and Fife","110","110","29090","28410"
"In post","2021","Scottish Government","30-39","Dumfries and Galloway","80","80","29020","28120"
"In post","2021","Scottish Government","30-39","East Ayrshire and North Ayrshire mainland","60","50","30840","29190"
"In post","2021","Scottish Government","30-39","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","130","130","29630","28950"
"In post","2021","Scottish Government","30-39","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","30-39","Falkirk","150","140","31900","33650"
"In post","2021","Scottish Government","30-39","Glasgow City","1200","1160","36240","33620"
"In post","2021","Scottish Government","30-39","Inverclyde, East Renfrewshire and Renfrewshire","90","80","30050","29460"
"In post","2021","Scottish Government","30-39","Inverness and Nairn and Moray, Badenoch and Strathspey","110","100","30740","29170"
"In post","2021","Scottish Government","30-39","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","50","50","29200","27150"
"In post","2021","Scottish Government","30-39","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","30-39","North Lanarkshire","130","130","30740","30650"
"In post","2021","Scottish Government","30-39","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","30-39","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","30-39","Perth and Kinross and Stirling","230","220","29350","28410"
"In post","2021","Scottish Government","30-39","Scottish Borders","100","90","29620","27150"
"In post","2021","Scottish Government","30-39","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","30-39","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","30-39","South Lanarkshire","70","60","32350","29190"
"In post","2021","Scottish Government","30-39","West Lothian","50","40","[c]","[c]"
"In post","2021","Scottish Government","40-49","Aberdeen City and Aberdeenshire","260","250","36280","33650"
"In post","2021","Scottish Government","40-49","Angus and Dundee City","150","150","33340","29190"
"In post","2021","Scottish Government","40-49","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","40-49","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","40-49","City of Edinburgh","2410","2290","45080","42190"
"In post","2021","Scottish Government","40-49","Clackmannanshire and Fife","110","100","33600","33650"
"In post","2021","Scottish Government","40-49","Dumfries and Galloway","80","80","29920","28120"
"In post","2021","Scottish Government","40-49","East Ayrshire and North Ayrshire mainland","70","60","30780","29190"
"In post","2021","Scottish Government","40-49","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","80","80","31530","33650"
"In post","2021","Scottish Government","40-49","Falkirk","140","130","33700","33650"
"In post","2021","Scottish Government","40-49","Glasgow City","1100","1050","41960","38540"
"In post","2021","Scottish Government","40-49","Inverclyde, East Renfrewshire and Renfrewshire","70","70","34870","30500"
"In post","2021","Scottish Government","40-49","Inverness and Nairn and Moray, Badenoch and Strathspey","130","120","35700","33650"
"In post","2021","Scottish Government","40-49","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","60","60","29960","29190"
"In post","2021","Scottish Government","40-49","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","40-49","North Lanarkshire","100","90","34300","33650"
"In post","2021","Scottish Government","40-49","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","40-49","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","40-49","Perth and Kinross and Stirling","210","200","32780","32140"
"In post","2021","Scottish Government","40-49","Scottish Borders","90","80","32200","29190"
"In post","2021","Scottish Government","40-49","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","40-49","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","40-49","South Lanarkshire","70","60","36680","29350"
"In post","2021","Scottish Government","40-49","West Lothian","60","50","41470","35680"
"In post","2021","Scottish Government","50-59","Aberdeen City and Aberdeenshire","300","290","36370","33650"
"In post","2021","Scottish Government","50-59","Angus and Dundee City","140","130","35230","28610"
"In post","2021","Scottish Government","50-59","Caithness and Sutherland and Ross and Cromarty","40","40","[c]","[c]"
"In post","2021","Scottish Government","50-59","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","50-59","City of Edinburgh","2490","2400","43980","38540"
"In post","2021","Scottish Government","50-59","Clackmannanshire and Fife","180","170","32270","33650"
"In post","2021","Scottish Government","50-59","Dumfries and Galloway","150","140","32760","31920"
"In post","2021","Scottish Government","50-59","East Ayrshire and North Ayrshire mainland","60","50","32900","29190"
"In post","2021","Scottish Government","50-59","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","120","120","31640","33650"
"In post","2021","Scottish Government","50-59","Falkirk","210","200","35440","33650"
"In post","2021","Scottish Government","50-59","Glasgow City","1190","1140","42200","35110"
"In post","2021","Scottish Government","50-59","Inverclyde, East Renfrewshire and Renfrewshire","140","120","33500","33650"
"In post","2021","Scottish Government","50-59","Inverness and Nairn and Moray, Badenoch and Strathspey","160","160","33050","31060"
"In post","2021","Scottish Government","50-59","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","90","80","30370","26530"
"In post","2021","Scottish Government","50-59","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","50-59","North Lanarkshire","160","150","34760","33650"
"In post","2021","Scottish Government","50-59","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","50-59","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","50-59","Perth and Kinross and Stirling","350","330","33360","33650"
"In post","2021","Scottish Government","50-59","Scottish Borders","110","110","29610","26160"
"In post","2021","Scottish Government","50-59","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","50-59","South Ayrshire","50","40","[c]","[c]"
"In post","2021","Scottish Government","50-59","South Lanarkshire","80","80","35130","29350"
"In post","2021","Scottish Government","50-59","West Lothian","90","80","41740","35680"
"In post","2021","Scottish Government","60-64","Aberdeen City and Aberdeenshire","80","60","33680","29190"
"In post","2021","Scottish Government","60-64","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","60-64","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","60-64","City of Edinburgh","570","490","39880","35110"
"In post","2021","Scottish Government","60-64","Clackmannanshire and Fife","40","30","[c]","[c]"
"In post","2021","Scottish Government","60-64","Dumfries and Galloway","70","60","29760","28870"
"In post","2021","Scottish Government","60-64","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","60-64","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","60-64","Falkirk","70","50","32440","33650"
"In post","2021","Scottish Government","60-64","Glasgow City","250","210","38490","33650"
"In post","2021","Scottish Government","60-64","Inverclyde, East Renfrewshire and Renfrewshire","40","30","[c]","[c]"
"In post","2021","Scottish Government","60-64","Inverness and Nairn and Moray, Badenoch and Strathspey","40","40","[c]","[c]"
"In post","2021","Scottish Government","60-64","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","60-64","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","60-64","North Lanarkshire","50","30","34050","33650"
"In post","2021","Scottish Government","60-64","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","60-64","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","60-64","Perth and Kinross and Stirling","80","60","32450","33650"
"In post","2021","Scottish Government","60-64","Scottish Borders","40","30","[c]","[c]"
"In post","2021","Scottish Government","60-64","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","60-64","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","60-64","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","60-64","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","65+","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","65+","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","65+","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","65+","City of Edinburgh","180","150","35960","30080"
"In post","2021","Scottish Government","65+","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","65+","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","65+","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","65+","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","65+","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","65+","Glasgow City","60","40","34100","29040"
"In post","2021","Scottish Government","65+","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","65+","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","65+","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","65+","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","65+","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","65+","Perth and Kinross and Stirling","30","20","[c]","[c]"
"In post","2021","Scottish Government","65+","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","65+","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","65+","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","16-19","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","20-29","Hounslow and Richmond upon Thames","80","70","26800","23960"
"In post","2021","The National Archives","30-39","Hounslow and Richmond upon Thames","110","110","34520","34260"
"In post","2021","The National Archives","40-49","Hounslow and Richmond upon Thames","150","140","39640","36710"
"In post","2021","The National Archives","50-59","Hounslow and Richmond upon Thames","140","140","38410","34770"
"In post","2021","The National Archives","60-64","Hounslow and Richmond upon Thames","40","40","[c]","[c]"
"In post","2021","The National Archives","65+","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","20-29","Westminster","70","70","35960","33000"
"In post","2021","UK Export Finance","30-39","Westminster","90","90","52590","50120"
"In post","2021","UK Export Finance","40-49","Westminster","110","110","58520","53950"
"In post","2021","UK Export Finance","50-59","Westminster","100","100","60160","51030"
"In post","2021","UK Export Finance","60-64","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","65+","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","20-29","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","30-39","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","40-49","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","50-59","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","60-64","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","65+","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","16-19","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","16-19","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","16-19","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","20-29","Monmouthshire and Newport","660","650","29500","29540"
"In post","2021","United Kingdom Statistics Authority","20-29","South Hampshire","370","350","28300","29540"
"In post","2021","United Kingdom Statistics Authority","20-29","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","20-29","Westminster","190","190","33990","32540"
"In post","2021","United Kingdom Statistics Authority","30-39","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","30-39","Monmouthshire and Newport","830","780","34720","36030"
"In post","2021","United Kingdom Statistics Authority","30-39","South Hampshire","380","340","33280","30130"
"In post","2021","United Kingdom Statistics Authority","30-39","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","30-39","Westminster","90","90","45120","40020"
"In post","2021","United Kingdom Statistics Authority","40-49","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","40-49","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","40-49","Monmouthshire and Newport","590","560","38760","36030"
"In post","2021","United Kingdom Statistics Authority","40-49","South Hampshire","420","360","33890","29540"
"In post","2021","United Kingdom Statistics Authority","40-49","Westminster","60","50","58780","53520"
"In post","2021","United Kingdom Statistics Authority","50-59","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","50-59","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","50-59","Monmouthshire and Newport","480","450","36700","33330"
"In post","2021","United Kingdom Statistics Authority","50-59","South Hampshire","740","580","27760","22520"
"In post","2021","United Kingdom Statistics Authority","50-59","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","50-59","Westminster","40","40","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","60-64","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","60-64","Monmouthshire and Newport","120","90","32220","27160"
"In post","2021","United Kingdom Statistics Authority","60-64","South Hampshire","310","220","23190","19520"
"In post","2021","United Kingdom Statistics Authority","60-64","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","65+","Monmouthshire and Newport","30","20","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","65+","South Hampshire","210","130","22260","19520"
"In post","2021","United Kingdom Statistics Authority","65+","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","20-29","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","20-29","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","30-39","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","30-39","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","40-49","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","40-49","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","50-59","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","60-64","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","60-64","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","20-29","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","20-29","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","30-39","Birmingham","50","50","[c]","[c]"
"In post","2021","Water Services Regulation Authority","30-39","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","30-39","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","40-49","Birmingham","70","60","53100","49810"
"In post","2021","Water Services Regulation Authority","40-49","Camden and City of London","40","30","[c]","[c]"
"In post","2021","Water Services Regulation Authority","50-59","Birmingham","30","30","[c]","[c]"
"In post","2021","Water Services Regulation Authority","50-59","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","60-64","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","60-64","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","16-19","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","16-19","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","16-19","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","20-29","Cardiff and Vale of Glamorgan","330","320","28090","26290"
"In post","2021","Welsh Government","20-29","Central Valleys","80","80","26520","23830"
"In post","2021","Welsh Government","20-29","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","20-29","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","20-29","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","20-29","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","20-29","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","20-29","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","20-29","South West Wales","50","50","24870","23830"
"In post","2021","Welsh Government","20-29","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","30-39","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","30-39","Cardiff and Vale of Glamorgan","710","680","40320","37410"
"In post","2021","Welsh Government","30-39","Central Valleys","190","180","35570","37410"
"In post","2021","Welsh Government","30-39","Conwy and Denbighshire","70","70","34190","34490"
"In post","2021","Welsh Government","30-39","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","30-39","Gwent Valleys","40","40","[c]","[c]"
"In post","2021","Welsh Government","30-39","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","30-39","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","30-39","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","30-39","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","30-39","Powys","30","30","[c]","[c]"
"In post","2021","Welsh Government","30-39","South West Wales","130","120","31750","28850"
"In post","2021","Welsh Government","30-39","Swansea","70","70","37610","37410"
"In post","2021","Welsh Government","30-39","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","40-49","Cardiff and Vale of Glamorgan","840","800","46960","47000"
"In post","2021","Welsh Government","40-49","Central Valleys","270","260","42940","37410"
"In post","2021","Welsh Government","40-49","Conwy and Denbighshire","120","120","41060","37410"
"In post","2021","Welsh Government","40-49","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","40-49","Gwent Valleys","70","60","40690","37410"
"In post","2021","Welsh Government","40-49","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","40-49","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","40-49","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","40-49","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","40-49","Powys","50","50","36530","37410"
"In post","2021","Welsh Government","40-49","South West Wales","170","170","38800","37410"
"In post","2021","Welsh Government","40-49","Swansea","100","100","42920","47000"
"In post","2021","Welsh Government","40-49","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","50-59","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","50-59","Cardiff and Vale of Glamorgan","780","750","47780","47000"
"In post","2021","Welsh Government","50-59","Central Valleys","290","280","46540","47000"
"In post","2021","Welsh Government","50-59","Conwy and Denbighshire","150","140","44090","45380"
"In post","2021","Welsh Government","50-59","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","50-59","Gwent Valleys","80","70","40060","37410"
"In post","2021","Welsh Government","50-59","Gwynedd","40","40","[c]","[c]"
"In post","2021","Welsh Government","50-59","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","50-59","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","50-59","Powys","70","60","34770","28850"
"In post","2021","Welsh Government","50-59","South West Wales","170","160","38300","37410"
"In post","2021","Welsh Government","50-59","Swansea","70","70","45450","47000"
"In post","2021","Welsh Government","50-59","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","60-64","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","60-64","Cardiff and Vale of Glamorgan","180","150","46770","37410"
"In post","2021","Welsh Government","60-64","Central Valleys","60","60","46140","45380"
"In post","2021","Welsh Government","60-64","Conwy and Denbighshire","40","30","[c]","[c]"
"In post","2021","Welsh Government","60-64","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","60-64","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","60-64","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","60-64","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","60-64","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","60-64","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","60-64","South West Wales","40","40","[c]","[c]"
"In post","2021","Welsh Government","60-64","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","65+","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","65+","Cardiff and Vale of Glamorgan","70","60","45970","37410"
"In post","2021","Welsh Government","65+","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","65+","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","65+","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","65+","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","65+","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","65+","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","65+","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","65+","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","65+","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","65+","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Unknown","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","16-19","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","16-19","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","16-19","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","16-19","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","16-19","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","16-19","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","16-19","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","16-19","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","16-19","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","16-19","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","16-19","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","16-19","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","16-19","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","16-19","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","16-19","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","16-19","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","16-19","York","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","20-29","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","20-29","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","20-29","Birmingham","60","60","27160","25480"
"In post","2022","Attorney General's Departments","20-29","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","20-29","Bristol, City of","40","40","[c]","[c]"
"In post","2022","Attorney General's Departments","20-29","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","20-29","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","20-29","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","20-29","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","20-29","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","20-29","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","20-29","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","20-29","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","20-29","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","20-29","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","20-29","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","20-29","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","20-29","Heart of Essex","30","30","[c]","[c]"
"In post","2022","Attorney General's Departments","20-29","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","20-29","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","20-29","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","20-29","Leeds","80","80","29370","25480"
"In post","2022","Attorney General's Departments","20-29","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","20-29","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","20-29","Liverpool","90","90","27300","25480"
"In post","2022","Attorney General's Departments","20-29","Manchester","30","30","[c]","[c]"
"In post","2022","Attorney General's Departments","20-29","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
