"Status","Year","Function_of_post","Region_ITL1","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Finance","South West (England)","Declared non-disabled","910","870","40140","35990"
"In post","2021","Finance","South West (England)","Undeclared","50","50","38800","36640"
"In post","2021","Finance","South West (England)","Unknown","140","130","38110","33300"
"In post","2021","Finance","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Wales","Declared non-disabled","280","260","34910","31270"
"In post","2021","Finance","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Wales","Unknown","60","60","34220","27460"
"In post","2021","Finance","West Midlands (England)","Declared disabled","40","40","[c]","[c]"
"In post","2021","Finance","West Midlands (England)","Declared non-disabled","340","330","39610","36790"
"In post","2021","Finance","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","West Midlands (England)","Unknown","60","60","36730","32580"
"In post","2021","Finance","Yorkshire and The Humber","Declared disabled","80","70","32320","25850"
"In post","2021","Finance","Yorkshire and The Humber","Declared non-disabled","540","490","34300","29180"
"In post","2021","Finance","Yorkshire and The Humber","Undeclared","50","40","[c]","[c]"
"In post","2021","Finance","Yorkshire and The Humber","Unknown","270","240","31530","28130"
"In post","2021","Grants Management","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","East Midlands (England)","Declared non-disabled","70","60","25570","25190"
"In post","2021","Grants Management","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","East of England","Declared non-disabled","50","40","[c]","[c]"
"In post","2021","Grants Management","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","London","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","London","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","North East (England)","Declared non-disabled","230","210","25380","21050"
"In post","2021","Grants Management","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","North West (England)","Declared disabled","70","60","24480","21050"
"In post","2021","Grants Management","North West (England)","Declared non-disabled","660","590","23960","21050"
"In post","2021","Grants Management","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","South East (England)","Declared non-disabled","160","150","28560","25340"
"In post","2021","Grants Management","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","South West (England)","Declared non-disabled","200","190","26790","25210"
"In post","2021","Grants Management","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","West Midlands (England)","Declared non-disabled","130","120","25150","24920"
"In post","2021","Grants Management","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Yorkshire and The Humber","Declared non-disabled","180","170","26450","24920"
"In post","2021","Grants Management","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Midlands (England)","Declared disabled","60","60","35160","31890"
"In post","2021","Human Resources","East Midlands (England)","Declared non-disabled","330","310","38310","33650"
"In post","2021","Human Resources","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Midlands (England)","Unknown","90","90","33460","31810"
"In post","2021","Human Resources","East of England","Declared disabled","30","30","[c]","[c]"
"In post","2021","Human Resources","East of England","Declared non-disabled","140","130","34110","31230"
"In post","2021","Human Resources","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","London","Declared disabled","350","340","47510","41040"
"In post","2021","Human Resources","London","Declared non-disabled","1760","1710","47350","42850"
"In post","2021","Human Resources","London","Undeclared","150","150","47920","45410"
"In post","2021","Human Resources","London","Unknown","400","390","42070","36180"
"In post","2021","Human Resources","North East (England)","Declared disabled","80","70","28370","24000"
"In post","2021","Human Resources","North East (England)","Declared non-disabled","410","380","29480","25560"
"In post","2021","Human Resources","North East (England)","Undeclared","40","40","[c]","[c]"
"In post","2021","Human Resources","North East (England)","Unknown","90","80","25760","23850"
"In post","2021","Human Resources","North West (England)","Declared disabled","160","150","35970","31810"
"In post","2021","Human Resources","North West (England)","Declared non-disabled","830","790","33720","31810"
"In post","2021","Human Resources","North West (England)","Undeclared","60","60","34320","31810"
"In post","2021","Human Resources","North West (England)","Unknown","260","240","30790","26930"
"In post","2021","Human Resources","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scotland","Declared disabled","110","100","29040","24850"
"In post","2021","Human Resources","Scotland","Declared non-disabled","660","620","29440","25560"
"In post","2021","Human Resources","Scotland","Undeclared","50","40","[c]","[c]"
"In post","2021","Human Resources","Scotland","Unknown","240","230","30260","26670"
"In post","2021","Human Resources","South East (England)","Declared disabled","80","80","36080","31340"
"In post","2021","Human Resources","South East (England)","Declared non-disabled","400","370","35500","31180"
"In post","2021","Human Resources","South East (England)","Undeclared","40","40","[c]","[c]"
"In post","2021","Human Resources","South East (England)","Unknown","70","70","32450","29540"
"In post","2021","Human Resources","South West (England)","Declared disabled","140","130","36470","32740"
"In post","2021","Human Resources","South West (England)","Declared non-disabled","780","720","36980","33290"
"In post","2021","Human Resources","South West (England)","Undeclared","50","40","[c]","[c]"
"In post","2021","Human Resources","South West (England)","Unknown","130","120","30670","28840"
"In post","2021","Human Resources","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Wales","Declared disabled","70","60","36030","31650"
"In post","2021","Human Resources","Wales","Declared non-disabled","460","430","34830","31380"
"In post","2021","Human Resources","Wales","Undeclared","30","30","[c]","[c]"
"In post","2021","Human Resources","Wales","Unknown","90","90","35470","30250"
"In post","2021","Human Resources","West Midlands (England)","Declared disabled","40","40","[c]","[c]"
"In post","2021","Human Resources","West Midlands (England)","Declared non-disabled","240","230","40130","36780"
"In post","2021","Human Resources","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","West Midlands (England)","Unknown","50","40","[c]","[c]"
"In post","2021","Human Resources","Yorkshire and The Humber","Declared disabled","90","80","40120","38420"
"In post","2021","Human Resources","Yorkshire and The Humber","Declared non-disabled","280","270","40130","37300"
"In post","2021","Human Resources","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Yorkshire and The Humber","Unknown","80","70","33940","30130"
"In post","2021","Internal Audit","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","London","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","London","Declared non-disabled","170","160","53050","51270"
"In post","2021","Internal Audit","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","North East (England)","Declared non-disabled","40","30","[c]","[c]"
"In post","2021","Internal Audit","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","North West (England)","Declared non-disabled","50","50","43620","42200"
"In post","2021","Internal Audit","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
