"Status","Year","Region_ITL2","Profession_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Outer London - West and North West","Digital, Data and Technology","UK Health Security Agency","40","40","[c]","[c]"
"In post","2022","Outer London - West and North West","Economics","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Finance","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Finance","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Finance","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Finance","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Finance","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Finance","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Finance","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Human Resources","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Human Resources","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Human Resources","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Human Resources","Home Office","40","40","[c]","[c]"
"In post","2022","Outer London - West and North West","Human Resources","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Human Resources","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Human Resources","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Human Resources","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Human Resources","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Inspector of Education and Training","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Intelligence Analysis","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Intelligence Analysis","Home Office","220","200","32030","30500"
"In post","2022","Outer London - West and North West","Intelligence Analysis","Ministry of Defence (excl. agencies)","230","210","33330","29250"
"In post","2022","Outer London - West and North West","Internal Audit","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","International Trade","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Knowledge and Information Management","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Knowledge and Information Management","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Knowledge and Information Management","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Knowledge and Information Management","The National Archives","90","90","34980","31840"
"In post","2022","Outer London - West and North West","Legal","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Legal","HM Courts and Tribunals Service","40","40","[c]","[c]"
"In post","2022","Outer London - West and North West","Legal","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Legal","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Medicine","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Medicine","UK Health Security Agency","60","50","99340","100620"
"In post","2022","Outer London - West and North West","Operational Delivery","Animal and Plant Health Agency","80","80","32730","31690"
"In post","2022","Outer London - West and North West","Operational Delivery","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Operational Delivery","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Operational Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Operational Delivery","Department for Work and Pensions (excl. agencies)","1360","1250","30810","31060"
"In post","2022","Outer London - West and North West","Operational Delivery","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Operational Delivery","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Operational Delivery","Driver and Vehicle Standards Agency","120","120","32180","30780"
"In post","2022","Outer London - West and North West","Operational Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Operational Delivery","HM Courts and Tribunals Service","370","340","25670","23720"
"In post","2022","Outer London - West and North West","Operational Delivery","HM Prison and Probation Service","1090","1040","33340","33890"
"In post","2022","Outer London - West and North West","Operational Delivery","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Operational Delivery","Home Office","2430","2220","31100","29050"
"In post","2022","Outer London - West and North West","Operational Delivery","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Operational Delivery","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Operational Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Operational Delivery","The National Archives","170","160","29600","26270"
"In post","2022","Outer London - West and North West","Operational Delivery","UK Health Security Agency","470","410","34970","32090"
"In post","2022","Outer London - West and North West","Operational Delivery","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Other","Defence Equipment and Support","160","160","23250","20700"
"In post","2022","Outer London - West and North West","Other","Department for Work and Pensions (excl. agencies)","120","110","30660","31060"
"In post","2022","Outer London - West and North West","Other","Home Office","40","40","[c]","[c]"
"In post","2022","Outer London - West and North West","Other","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Other","Ministry of Defence (excl. agencies)","90","80","26890","25890"
"In post","2022","Outer London - West and North West","Other","The National Archives","90","80","38870","34770"
"In post","2022","Outer London - West and North West","Planning Inspectors","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Policy","Department for Business, Energy and Industrial Strategy (excl. agencies)","60","60","41740","40050"
"In post","2022","Outer London - West and North West","Policy","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Policy","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Policy","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Policy","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Policy","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Policy","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Policy","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Policy","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Policy","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Policy","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Project Delivery","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Project Delivery","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Project Delivery","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Project Delivery","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Project Delivery","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Project Delivery","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Property","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Property","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Property","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Property","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Property","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Property","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Property","Valuation Office Agency","130","120","36600","30620"
"In post","2022","Outer London - West and North West","Psychology","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Psychology","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Science and Engineering","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Science and Engineering","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Science and Engineering","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Science and Engineering","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Science and Engineering","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Science and Engineering","UK Health Security Agency","490","480","42960","40070"
"In post","2022","Outer London - West and North West","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Security","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Security","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Security","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"In post","2022","Outer London - West and North West","Social Research","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Statistics","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Statistics","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Tax","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Unknown","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Veterinarian","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Commercial","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Commercial","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Commercial","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Commercial","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"In post","2022","Overseas","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Communications","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Communications","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Communications","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Digital, Data and Technology","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Digital, Data and Technology","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"In post","2022","Overseas","Digital, Data and Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Economics","Foreign, Commonwealth and Development Office (excl. agencies)","30","30","[c]","[c]"
"In post","2022","Overseas","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Finance","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Finance","Ministry of Defence (excl. agencies)","70","70","36830","33300"
"In post","2022","Overseas","Geography","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Human Resources","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Human Resources","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Intelligence Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","60","60","44910","39900"
"In post","2022","Overseas","Intelligence Analysis","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Internal Audit","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","International Trade","Department for International Trade","160","160","55790","53750"
"In post","2022","Overseas","Knowledge and Information Management","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Knowledge and Information Management","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Legal","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Legal","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Medicine","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Medicine","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"In post","2022","Overseas","Medicine","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Operational Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Operational Delivery","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Operational Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Operational Delivery","Home Office","130","120","28010","27370"
"In post","2022","Overseas","Operational Delivery","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Operational Delivery","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Operational Delivery","National Crime Agency","130","130","63040","61850"
"In post","2022","Overseas","Operational Delivery","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Operational Delivery","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Operational Delivery","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Operational Research","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Other","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Other","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Other","Foreign, Commonwealth and Development Office (excl. agencies)","110","110","65650","66680"
"In post","2022","Overseas","Other","Home Office","170","160","[c]","[c]"
"In post","2022","Overseas","Other","Ministry of Defence (excl. agencies)","280","270","42630","41600"
"In post","2022","Overseas","Policy","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Policy","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Policy","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Policy","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Policy","Foreign, Commonwealth and Development Office (excl. agencies)","1640","1630","52480","53470"
"In post","2022","Overseas","Policy","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Policy","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"In post","2022","Overseas","Policy","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Project Delivery","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","70","70","53730","55060"
"In post","2022","Overseas","Project Delivery","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Project Delivery","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"In post","2022","Overseas","Project Delivery","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Property","FCDO Services","120","120","40030","40090"
"In post","2022","Overseas","Property","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Property","Ministry of Defence (excl. agencies)","60","60","37550","34610"
"In post","2022","Overseas","Science and Engineering","Defence Equipment and Support","40","40","[c]","[c]"
"In post","2022","Overseas","Science and Engineering","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Science and Engineering","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Science and Engineering","Ministry of Defence (excl. agencies)","50","50","41500","41230"
"In post","2022","Overseas","Science and Engineering","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Science and Engineering","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Security","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Security","Foreign, Commonwealth and Development Office (excl. agencies)","60","60","35320","34260"
"In post","2022","Overseas","Security","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Statistics","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Tax","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Unknown","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Commercial","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Commercial","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Commercial","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Commercial","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Commercial","HM Prison and Probation Service","30","30","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Commercial","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Commercial","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Commercial","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Communications","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Communications","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Communications","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Communications","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Communications","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Communications","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Communications","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Counter Fraud","Department for Work and Pensions (excl. agencies)","100","80","27670","27570"
"In post","2022","Shropshire and Staffordshire","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Counter Fraud","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Digital, Data and Technology","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Digital, Data and Technology","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Digital, Data and Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Digital, Data and Technology","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Digital, Data and Technology","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Digital, Data and Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Digital, Data and Technology","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Digital, Data and Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Digital, Data and Technology","HM Revenue and Customs (excl. agencies)","230","220","47440","41540"
"In post","2022","Shropshire and Staffordshire","Digital, Data and Technology","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Digital, Data and Technology","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Digital, Data and Technology","Ministry of Defence (excl. agencies)","140","130","34430","33300"
"In post","2022","Shropshire and Staffordshire","Digital, Data and Technology","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Digital, Data and Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Digital, Data and Technology","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Finance","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Finance","HM Revenue and Customs (excl. agencies)","60","50","46750","41340"
"In post","2022","Shropshire and Staffordshire","Finance","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Finance","Ministry of Defence (excl. agencies)","210","200","36160","33300"
"In post","2022","Shropshire and Staffordshire","Finance","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Geography","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Human Resources","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Human Resources","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Human Resources","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Human Resources","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Human Resources","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Human Resources","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Human Resources","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Human Resources","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Human Resources","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Human Resources","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Human Resources","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Human Resources","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Inspector of Education and Training","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Inspector of Education and Training","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Intelligence Analysis","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Intelligence Analysis","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Internal Audit","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Internal Audit","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Internal Audit","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Internal Audit","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Knowledge and Information Management","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Knowledge and Information Management","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Knowledge and Information Management","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Knowledge and Information Management","Ministry of Justice (excl. agencies)","60","60","22840","20970"
"In post","2022","Shropshire and Staffordshire","Legal","Crown Prosecution Service","40","40","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Legal","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Legal","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Legal","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Medicine","Ministry of Defence (excl. agencies)","100","90","49810","40060"
"In post","2022","Shropshire and Staffordshire","Medicine","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Operational Delivery","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Operational Delivery","Animal and Plant Health Agency","90","90","26120","24920"
"In post","2022","Shropshire and Staffordshire","Operational Delivery","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Operational Delivery","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Operational Delivery","Department for Work and Pensions (excl. agencies)","1210","1060","26480","27570"
