"Status","Year","Sex","Region_ITL2","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Male","East Anglia","Declared disabled","630","600","30960","28210"
"In post","2022","Male","East Anglia","Declared non-disabled","4200","4070","31760","28800"
"In post","2022","Male","East Anglia","Undeclared","610","570","32310","31650"
"In post","2022","Male","East Anglia","Unknown","840","820","32980","28700"
"In post","2022","Male","East Wales","Declared disabled","760","720","33320","29430"
"In post","2022","Male","East Wales","Declared non-disabled","6260","6080","36330","31610"
"In post","2022","Male","East Wales","Undeclared","540","520","33240","31180"
"In post","2022","Male","East Wales","Unknown","2000","1960","32700","29430"
"In post","2022","Male","East Yorkshire and Northern Lincolnshire","Declared disabled","240","220","28050","27000"
"In post","2022","Male","East Yorkshire and Northern Lincolnshire","Declared non-disabled","1630","1560","29760","27380"
"In post","2022","Male","East Yorkshire and Northern Lincolnshire","Undeclared","260","240","31290","31650"
"In post","2022","Male","East Yorkshire and Northern Lincolnshire","Unknown","280","270","27030","25210"
"In post","2022","Male","Eastern Scotland","Declared disabled","860","820","34670","31540"
"In post","2022","Male","Eastern Scotland","Declared non-disabled","4790","4680","37570","32040"
"In post","2022","Male","Eastern Scotland","Undeclared","270","260","33830","27570"
"In post","2022","Male","Eastern Scotland","Unknown","3670","3520","35430","33370"
"In post","2022","Male","Essex","Declared disabled","220","210","31190","29290"
"In post","2022","Male","Essex","Declared non-disabled","1460","1400","32760","29290"
"In post","2022","Male","Essex","Undeclared","150","140","33060","29450"
"In post","2022","Male","Essex","Unknown","340","330","31040","26820"
"In post","2022","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","1420","1380","36770","33370"
"In post","2022","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","11540","11290","39140","36580"
"In post","2022","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","980","950","39230","37370"
"In post","2022","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","2030","1990","38320","34140"
"In post","2022","Male","Greater Manchester","Declared disabled","980","940","31730","27570"
"In post","2022","Male","Greater Manchester","Declared non-disabled","6270","6100","33830","29360"
"In post","2022","Male","Greater Manchester","Undeclared","650","620","32690","31650"
"In post","2022","Male","Greater Manchester","Unknown","2070","2030","32770","28200"
"In post","2022","Male","Hampshire and Isle of Wight","Declared disabled","720","680","31560","27570"
"In post","2022","Male","Hampshire and Isle of Wight","Declared non-disabled","5180","4990","36060","33000"
"In post","2022","Male","Hampshire and Isle of Wight","Undeclared","600","570","32620","31650"
"In post","2022","Male","Hampshire and Isle of Wight","Unknown","1270","1170","32180","26970"
"In post","2022","Male","Herefordshire, Worcestershire and Warwickshire","Declared disabled","170","160","29690","27570"
"In post","2022","Male","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","1300","1260","29820","27240"
"In post","2022","Male","Herefordshire, Worcestershire and Warwickshire","Undeclared","220","210","31490","31900"
"In post","2022","Male","Herefordshire, Worcestershire and Warwickshire","Unknown","180","170","29360","24090"
"In post","2022","Male","Highlands and Islands","Declared disabled","80","70","29760","27570"
"In post","2022","Male","Highlands and Islands","Declared non-disabled","680","660","30850","27570"
"In post","2022","Male","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Highlands and Islands","Unknown","190","170","31110","30040"
"In post","2022","Male","Inner London - East","Declared disabled","740","720","40290","36020"
"In post","2022","Male","Inner London - East","Declared non-disabled","5400","5290","45170","38380"
"In post","2022","Male","Inner London - East","Undeclared","460","440","42400","37100"
"In post","2022","Male","Inner London - East","Unknown","2090","2050","44330","38470"
"In post","2022","Male","Inner London - West","Declared disabled","2290","2250","46520","41750"
"In post","2022","Male","Inner London - West","Declared non-disabled","17870","17660","50020","46320"
"In post","2022","Male","Inner London - West","Undeclared","1670","1650","47830","43240"
"In post","2022","Male","Inner London - West","Unknown","6250","6210","47790","41950"
"In post","2022","Male","Kent","Declared disabled","420","400","30480","29290"
"In post","2022","Male","Kent","Declared non-disabled","2920","2820","30940","29290"
"In post","2022","Male","Kent","Undeclared","380","360","31210","30790"
"In post","2022","Male","Kent","Unknown","640","620","29960","26840"
"In post","2022","Male","Lancashire","Declared disabled","770","720","28330","27570"
"In post","2022","Male","Lancashire","Declared non-disabled","4180","4000","30880","27570"
"In post","2022","Male","Lancashire","Undeclared","500","460","30150","28550"
"In post","2022","Male","Lancashire","Unknown","680","660","29040","25700"
"In post","2022","Male","Leicestershire, Rutland and Northamptonshire","Declared disabled","290","280","27570","27130"
"In post","2022","Male","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","1740","1680","29720","27570"
"In post","2022","Male","Leicestershire, Rutland and Northamptonshire","Undeclared","220","210","31150","31180"
"In post","2022","Male","Leicestershire, Rutland and Northamptonshire","Unknown","320","320","27610","24880"
"In post","2022","Male","Lincolnshire","Declared disabled","170","160","30050","27570"
"In post","2022","Male","Lincolnshire","Declared non-disabled","1000","960","30360","27570"
"In post","2022","Male","Lincolnshire","Undeclared","160","150","30640","29200"
"In post","2022","Male","Lincolnshire","Unknown","120","110","28030","26100"
"In post","2022","Male","Merseyside","Declared disabled","890","840","29250","26780"
"In post","2022","Male","Merseyside","Declared non-disabled","5580","5400","31160","27570"
"In post","2022","Male","Merseyside","Undeclared","460","440","31800","27720"
"In post","2022","Male","Merseyside","Unknown","1490","1450","30060","26590"
"In post","2022","Male","North Eastern Scotland","Declared disabled","60","60","38920","33070"
"In post","2022","Male","North Eastern Scotland","Declared non-disabled","560","540","43990","36130"
"In post","2022","Male","North Eastern Scotland","Undeclared","30","30","[c]","[c]"
"In post","2022","Male","North Eastern Scotland","Unknown","320","300","34310","33480"
"In post","2022","Male","North Yorkshire","Declared disabled","190","190","30580","27570"
"In post","2022","Male","North Yorkshire","Declared non-disabled","1540","1510","33950","30760"
"In post","2022","Male","North Yorkshire","Undeclared","170","170","32160","29390"
"In post","2022","Male","North Yorkshire","Unknown","340","330","32280","28700"
"In post","2022","Male","Northern Ireland","Declared disabled","150","150","28590","26820"
"In post","2022","Male","Northern Ireland","Declared non-disabled","1350","1320","29890","26590"
"In post","2022","Male","Northern Ireland","Undeclared","120","120","30050","26750"
"In post","2022","Male","Northern Ireland","Unknown","660","640","28090","24880"
"In post","2022","Male","Northumberland, and Tyne and Wear","Declared disabled","990","930","29170","26820"
"In post","2022","Male","Northumberland, and Tyne and Wear","Declared non-disabled","6290","6070","32650","27570"
"In post","2022","Male","Northumberland, and Tyne and Wear","Undeclared","540","520","32550","27570"
"In post","2022","Male","Northumberland, and Tyne and Wear","Unknown","1940","1870","31000","26820"
"In post","2022","Male","Outer London - East and North East","Declared disabled","170","160","31490","31060"
"In post","2022","Male","Outer London - East and North East","Declared non-disabled","1120","1090","32900","31060"
"In post","2022","Male","Outer London - East and North East","Undeclared","140","140","33890","33950"
"In post","2022","Male","Outer London - East and North East","Unknown","190","180","31550","31060"
"In post","2022","Male","Outer London - South","Declared disabled","470","450","40600","36620"
"In post","2022","Male","Outer London - South","Declared non-disabled","3360","3300","41170","37290"
"In post","2022","Male","Outer London - South","Undeclared","290","280","42370","37930"
"In post","2022","Male","Outer London - South","Unknown","1010","990","40560","37560"
"In post","2022","Male","Outer London - West and North West","Declared disabled","380","360","33100","31060"
"In post","2022","Male","Outer London - West and North West","Declared non-disabled","2820","2700","33930","31060"
"In post","2022","Male","Outer London - West and North West","Undeclared","280","260","34820","31520"
"In post","2022","Male","Outer London - West and North West","Unknown","660","640","36460","31060"
"In post","2022","Male","Overseas","Declared disabled","140","140","47750","43440"
"In post","2022","Male","Overseas","Declared non-disabled","1430","1430","49390","47340"
"In post","2022","Male","Overseas","Undeclared","110","110","47200","41960"
"In post","2022","Male","Overseas","Unknown","500","490","52450","53000"
"In post","2022","Male","Shropshire and Staffordshire","Declared disabled","470","440","30540","27570"
"In post","2022","Male","Shropshire and Staffordshire","Declared non-disabled","2680","2590","32500","28550"
"In post","2022","Male","Shropshire and Staffordshire","Undeclared","360","340","31720","29670"
"In post","2022","Male","Shropshire and Staffordshire","Unknown","470","450","33770","26830"
"In post","2022","Male","South Yorkshire","Declared disabled","500","470","31660","27570"
"In post","2022","Male","South Yorkshire","Declared non-disabled","3000","2890","34000","30160"
"In post","2022","Male","South Yorkshire","Undeclared","310","290","33310","31650"
"In post","2022","Male","South Yorkshire","Unknown","640","630","34010","29360"
"In post","2022","Male","Southern Scotland","Declared disabled","190","180","29960","27370"
"In post","2022","Male","Southern Scotland","Declared non-disabled","1520","1460","31930","27570"
"In post","2022","Male","Southern Scotland","Undeclared","90","80","32050","27570"
"In post","2022","Male","Southern Scotland","Unknown","780","750","29940","26590"
"In post","2022","Male","Surrey, East and West Sussex","Declared disabled","420","390","31020","27720"
"In post","2022","Male","Surrey, East and West Sussex","Declared non-disabled","2500","2380","32650","29130"
"In post","2022","Male","Surrey, East and West Sussex","Undeclared","340","320","33470","32190"
"In post","2022","Male","Surrey, East and West Sussex","Unknown","490","460","32870","28680"
"In post","2022","Male","Tees Valley and Durham","Declared disabled","450","420","28930","27560"
"In post","2022","Male","Tees Valley and Durham","Declared non-disabled","2600","2470","30010","27570"
"In post","2022","Male","Tees Valley and Durham","Undeclared","470","430","31440","31650"
"In post","2022","Male","Tees Valley and Durham","Unknown","490","480","28410","25210"
"In post","2022","Male","Unknown","Declared disabled","50","50","36830","30650"
"In post","2022","Male","Unknown","Declared non-disabled","380","370","34100","29290"
"In post","2022","Male","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Unknown","1830","1820","37900","33570"
"In post","2022","Male","West Central Scotland","Declared disabled","810","760","30560","27570"
"In post","2022","Male","West Central Scotland","Declared non-disabled","5200","5030","33060","27570"
"In post","2022","Male","West Central Scotland","Undeclared","330","320","32010","27570"
"In post","2022","Male","West Central Scotland","Unknown","2900","2780","33440","32170"
"In post","2022","Male","West Midlands","Declared disabled","850","800","31130","27570"
"In post","2022","Male","West Midlands","Declared non-disabled","5250","5100","32980","27570"
"In post","2022","Male","West Midlands","Undeclared","420","400","32390","27570"
"In post","2022","Male","West Midlands","Unknown","1650","1610","33020","28920"
"In post","2022","Male","West Wales and The Valleys","Declared disabled","630","590","28130","26780"
"In post","2022","Male","West Wales and The Valleys","Declared non-disabled","4700","4540","31680","27570"
"In post","2022","Male","West Wales and The Valleys","Undeclared","500","470","31360","27570"
"In post","2022","Male","West Wales and The Valleys","Unknown","790","770","29400","25860"
"In post","2022","Male","West Yorkshire","Declared disabled","770","730","32670","27570"
"In post","2022","Male","West Yorkshire","Declared non-disabled","5290","5110","34010","28970"
"In post","2022","Male","West Yorkshire","Undeclared","490","460","33310","31650"
"In post","2022","Male","West Yorkshire","Unknown","2000","1960","32420","27120"
"In post","2022","Unknown","East Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inner London - West","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Bedfordshire and Hertfordshire","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2021","Female","Bedfordshire and Hertfordshire","Declared non-disabled","130","110","27390","24820"
"Leaver CS","2021","Female","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Bedfordshire and Hertfordshire","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","Female","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2021","Female","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","170","150","31980","26010"
"Leaver CS","2021","Female","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Berkshire, Buckinghamshire and Oxfordshire","Unknown","100","90","27270","21050"
"Leaver CS","2021","Female","Cheshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cheshire","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2021","Female","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cheshire","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Female","Cornwall and Isles of Scilly","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cornwall and Isles of Scilly","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cumbria","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cumbria","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Derbyshire and Nottinghamshire","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2021","Female","Derbyshire and Nottinghamshire","Declared non-disabled","220","180","25530","21170"
"Leaver CS","2021","Female","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Derbyshire and Nottinghamshire","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","Female","Devon","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","Female","Devon","Declared non-disabled","170","140","25380","21010"
"Leaver CS","2021","Female","Devon","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Devon","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","Female","Dorset and Somerset","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Dorset and Somerset","Declared non-disabled","100","80","26180","26000"
"Leaver CS","2021","Female","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","East Anglia","Declared disabled","60","50","[c]","[c]"
"Leaver CS","2021","Female","East Anglia","Declared non-disabled","290","250","27940","24110"
"Leaver CS","2021","Female","East Anglia","Undeclared","50","40","[c]","[c]"
"Leaver CS","2021","Female","East Anglia","Unknown","110","100","28350","27570"
"Leaver CS","2021","Female","East Wales","Declared disabled","80","60","[c]","[c]"
"Leaver CS","2021","Female","East Wales","Declared non-disabled","360","290","32270","26180"
"Leaver CS","2021","Female","East Wales","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Female","East Wales","Unknown","150","130","27610","21430"
"Leaver CS","2021","Female","East Yorkshire and Northern Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","East Yorkshire and Northern Lincolnshire","Declared non-disabled","150","120","[c]","[c]"
"Leaver CS","2021","Female","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","East Yorkshire and Northern Lincolnshire","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Female","Eastern Scotland","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2021","Female","Eastern Scotland","Declared non-disabled","270","220","33220","26890"
"Leaver CS","2021","Female","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Eastern Scotland","Unknown","250","210","33140","27150"
"Leaver CS","2021","Female","Essex","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Essex","Declared non-disabled","110","100","28720","24590"
"Leaver CS","2021","Female","Essex","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Essex","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","90","70","26060","23690"
"Leaver CS","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","380","340","31340","27020"
"Leaver CS","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","50","40","[c]","[c]"
"Leaver CS","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","130","110","32850","27570"
"Leaver CS","2021","Female","Greater Manchester","Declared disabled","60","50","[c]","[c]"
"Leaver CS","2021","Female","Greater Manchester","Declared non-disabled","340","290","30660","26050"
"Leaver CS","2021","Female","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Greater Manchester","Unknown","120","110","28140","25000"
"Leaver CS","2021","Female","Hampshire and Isle of Wight","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2021","Female","Hampshire and Isle of Wight","Declared non-disabled","220","190","27670","26380"
"Leaver CS","2021","Female","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Hampshire and Isle of Wight","Unknown","100","80","26370","21590"
"Leaver CS","2021","Female","Herefordshire, Worcestershire and Warwickshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","80","70","[c]","[c]"
"Leaver CS","2021","Female","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Herefordshire, Worcestershire and Warwickshire","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Female","Highlands and Islands","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Highlands and Islands","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Inner London - East","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2021","Female","Inner London - East","Declared non-disabled","320","290","40490","34780"
"Leaver CS","2021","Female","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Inner London - East","Unknown","110","110","37110","31060"
"Leaver CS","2021","Female","Inner London - West","Declared disabled","130","110","42640","34780"
"Leaver CS","2021","Female","Inner London - West","Declared non-disabled","820","730","44590","37420"
"Leaver CS","2021","Female","Inner London - West","Undeclared","80","80","41200","34710"
"Leaver CS","2021","Female","Inner London - West","Unknown","520","440","38180","31060"
"Leaver CS","2021","Female","Kent","Declared disabled","30","20","[c]","[c]"
"Leaver CS","2021","Female","Kent","Declared non-disabled","180","160","26890","25110"
"Leaver CS","2021","Female","Kent","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Female","Kent","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","Female","Lancashire","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2021","Female","Lancashire","Declared non-disabled","250","200","25050","21010"
"Leaver CS","2021","Female","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Lancashire","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","Female","Leicestershire, Rutland and Northamptonshire","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2021","Female","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","220","180","25820","21430"
"Leaver CS","2021","Female","Leicestershire, Rutland and Northamptonshire","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Female","Leicestershire, Rutland and Northamptonshire","Unknown","100","90","[c]","[c]"
"Leaver CS","2021","Female","Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Lincolnshire","Declared non-disabled","90","80","[c]","[c]"
"Leaver CS","2021","Female","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Merseyside","Declared disabled","60","40","[c]","[c]"
"Leaver CS","2021","Female","Merseyside","Declared non-disabled","300","230","26510","22720"
"Leaver CS","2021","Female","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Merseyside","Unknown","90","70","[c]","[c]"
"Leaver CS","2021","Female","North Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","North Eastern Scotland","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","Female","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","North Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","North Yorkshire","Declared non-disabled","80","70","32950","27570"
"Leaver CS","2021","Female","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","North Yorkshire","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Female","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Northern Ireland","Declared non-disabled","70","60","[c]","[c]"
"Leaver CS","2021","Female","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Northumberland and Tyne and Wear","Declared disabled","90","70","[c]","[c]"
"Leaver CS","2021","Female","Northumberland and Tyne and Wear","Declared non-disabled","370","280","25420","21010"
"Leaver CS","2021","Female","Northumberland and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Northumberland and Tyne and Wear","Unknown","160","120","28640","22320"
"Leaver CS","2021","Female","Outer London - East and North East","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Outer London - East and North East","Declared non-disabled","70","60","[c]","[c]"
"Leaver CS","2021","Female","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Outer London - East and North East","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Female","Outer London - South","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Outer London - South","Declared non-disabled","150","120","32570","28630"
"Leaver CS","2021","Female","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Outer London - South","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","Female","Outer London - West and North West","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Outer London - West and North West","Declared non-disabled","190","160","31790","28670"
"Leaver CS","2021","Female","Outer London - West and North West","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Outer London - West and North West","Unknown","80","70","33480","31060"
"Leaver CS","2021","Female","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Overseas","Unknown","60","60","37550","36960"
"Leaver CS","2021","Female","Shropshire and Staffordshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Shropshire and Staffordshire","Declared non-disabled","160","130","27670","26110"
"Leaver CS","2021","Female","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Shropshire and Staffordshire","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","Female","South Yorkshire","Declared disabled","60","40","[c]","[c]"
"Leaver CS","2021","Female","South Yorkshire","Declared non-disabled","250","200","27710","24890"
"Leaver CS","2021","Female","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","South Yorkshire","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Female","Southern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Southern Scotland","Declared non-disabled","90","60","[c]","[c]"
"Leaver CS","2021","Female","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Southern Scotland","Unknown","50","30","[c]","[c]"
"Leaver CS","2021","Female","Surrey, East and West Sussex","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","Female","Surrey, East and West Sussex","Declared non-disabled","160","140","28130","25500"
"Leaver CS","2021","Female","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Surrey, East and West Sussex","Unknown","80","70","33310","24370"
"Leaver CS","2021","Female","Tees Valley and Durham","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2021","Female","Tees Valley and Durham","Declared non-disabled","230","180","26360","21430"
"Leaver CS","2021","Female","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Tees Valley and Durham","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Unknown","300","290","39490","28420"
"Leaver CS","2021","Female","West Central Scotland","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2021","Female","West Central Scotland","Declared non-disabled","210","170","28530","23450"
"Leaver CS","2021","Female","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Central Scotland","Unknown","110","90","31030","25990"
"Leaver CS","2021","Female","West Midlands","Declared disabled","110","80","[c]","[c]"
"Leaver CS","2021","Female","West Midlands","Declared non-disabled","380","300","28990","25910"
"Leaver CS","2021","Female","West Midlands","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Female","West Midlands","Unknown","160","140","37260","27570"
"Leaver CS","2021","Female","West Wales and The Valleys","Declared disabled","70","50","23360","21590"
"Leaver CS","2021","Female","West Wales and The Valleys","Declared non-disabled","240","190","25400","21590"
"Leaver CS","2021","Female","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Wales and The Valleys","Unknown","70","60","25300","21590"
"Leaver CS","2021","Female","West Yorkshire","Declared disabled","70","50","[c]","[c]"
"Leaver CS","2021","Female","West Yorkshire","Declared non-disabled","310","260","28770","26890"
"Leaver CS","2021","Female","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Yorkshire","Unknown","150","110","27290","22020"
"Leaver CS","2021","Male","Bedfordshire and Hertfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Bedfordshire and Hertfordshire","Declared non-disabled","120","110","34920","27570"
"Leaver CS","2021","Male","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Bedfordshire and Hertfordshire","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","210","200","34340","29930"
"Leaver CS","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Unknown","110","100","31560","27570"
"Leaver CS","2021","Male","Cheshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Cheshire","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2021","Male","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Cheshire","Unknown","[c]","[c]","[c]","[c]"
