"Status","Year","Sex","Region_ITL2","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Male","Cornwall and Isles of Scilly","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Cornwall and Isles of Scilly","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Cumbria","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Cumbria","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","Male","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Cumbria","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Male","Derbyshire and Nottinghamshire","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","Male","Derbyshire and Nottinghamshire","Declared non-disabled","150","130","30650","26120"
"Leaver CS","2021","Male","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Derbyshire and Nottinghamshire","Unknown","80","80","[c]","[c]"
"Leaver CS","2021","Male","Devon","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","Male","Devon","Declared non-disabled","200","180","27670","25720"
"Leaver CS","2021","Male","Devon","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Male","Devon","Unknown","80","70","[c]","[c]"
"Leaver CS","2021","Male","Dorset and Somerset","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","Male","Dorset and Somerset","Declared non-disabled","120","110","32100","30830"
"Leaver CS","2021","Male","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Dorset and Somerset","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Male","East Anglia","Declared disabled","60","50","[c]","[c]"
"Leaver CS","2021","Male","East Anglia","Declared non-disabled","270","250","33690","27570"
"Leaver CS","2021","Male","East Anglia","Undeclared","50","50","[c]","[c]"
"Leaver CS","2021","Male","East Anglia","Unknown","100","90","35680","27570"
"Leaver CS","2021","Male","East Wales","Declared disabled","60","50","[c]","[c]"
"Leaver CS","2021","Male","East Wales","Declared non-disabled","300","270","37690","30280"
"Leaver CS","2021","Male","East Wales","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Male","East Wales","Unknown","180","170","29820","23320"
"Leaver CS","2021","Male","East Yorkshire and Northern Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","East Yorkshire and Northern Lincolnshire","Declared non-disabled","130","120","[c]","[c]"
"Leaver CS","2021","Male","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","East Yorkshire and Northern Lincolnshire","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Male","Eastern Scotland","Declared disabled","60","50","[c]","[c]"
"Leaver CS","2021","Male","Eastern Scotland","Declared non-disabled","220","200","35940","29190"
"Leaver CS","2021","Male","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Eastern Scotland","Unknown","250","240","37110","33650"
"Leaver CS","2021","Male","Essex","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Essex","Declared non-disabled","80","70","[c]","[c]"
"Leaver CS","2021","Male","Essex","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","80","70","33660","31490"
"Leaver CS","2021","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","480","460","37680","33300"
"Leaver CS","2021","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","70","60","39720","37910"
"Leaver CS","2021","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","130","130","37180","32670"
"Leaver CS","2021","Male","Greater Manchester","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2021","Male","Greater Manchester","Declared non-disabled","250","230","30650","26350"
"Leaver CS","2021","Male","Greater Manchester","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Male","Greater Manchester","Unknown","90","90","[c]","[c]"
"Leaver CS","2021","Male","Hampshire and Isle of Wight","Declared disabled","60","50","[c]","[c]"
"Leaver CS","2021","Male","Hampshire and Isle of Wight","Declared non-disabled","260","240","32830","31380"
"Leaver CS","2021","Male","Hampshire and Isle of Wight","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Male","Hampshire and Isle of Wight","Unknown","130","110","31500","27570"
"Leaver CS","2021","Male","Herefordshire, Worcestershire and Warwickshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","70","60","[c]","[c]"
"Leaver CS","2021","Male","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Herefordshire, Worcestershire and Warwickshire","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Male","Highlands and Islands","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Highlands and Islands","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","Male","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Inner London - East","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2021","Male","Inner London - East","Declared non-disabled","270","250","46140","35910"
"Leaver CS","2021","Male","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Inner London - East","Unknown","120","110","40040","31500"
"Leaver CS","2021","Male","Inner London - West","Declared disabled","100","90","44900","38170"
"Leaver CS","2021","Male","Inner London - West","Declared non-disabled","810","740","49570","42700"
"Leaver CS","2021","Male","Inner London - West","Undeclared","90","80","[c]","[c]"
"Leaver CS","2021","Male","Inner London - West","Unknown","520","450","40130","33010"
"Leaver CS","2021","Male","Kent","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Kent","Declared non-disabled","150","140","27560","26430"
"Leaver CS","2021","Male","Kent","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Kent","Unknown","60","60","[c]","[c]"
"Leaver CS","2021","Male","Lancashire","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2021","Male","Lancashire","Declared non-disabled","200","180","28040","21970"
"Leaver CS","2021","Male","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Lancashire","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","Male","Leicestershire, Rutland and Northamptonshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","150","140","28350","26910"
"Leaver CS","2021","Male","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Leicestershire, Rutland and Northamptonshire","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","Male","Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Lincolnshire","Declared non-disabled","120","110","29550","29930"
"Leaver CS","2021","Male","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Lincolnshire","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Male","Merseyside","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2021","Male","Merseyside","Declared non-disabled","200","170","28480","24890"
"Leaver CS","2021","Male","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Merseyside","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","Male","North Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","North Eastern Scotland","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2021","Male","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","North Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","North Yorkshire","Declared non-disabled","60","60","38390","32430"
"Leaver CS","2021","Male","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","North Yorkshire","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Male","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Northern Ireland","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2021","Male","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Northumberland and Tyne and Wear","Declared disabled","60","50","[c]","[c]"
"Leaver CS","2021","Male","Northumberland and Tyne and Wear","Declared non-disabled","230","200","27580","21090"
"Leaver CS","2021","Male","Northumberland and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Northumberland and Tyne and Wear","Unknown","120","110","25050","21050"
"Leaver CS","2021","Male","Outer London - East and North East","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Outer London - East and North East","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2021","Male","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Outer London - South","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Outer London - South","Declared non-disabled","130","120","39420","31060"
"Leaver CS","2021","Male","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Outer London - South","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Male","Outer London - West and North West","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Outer London - West and North West","Declared non-disabled","160","140","34660","31060"
"Leaver CS","2021","Male","Outer London - West and North West","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Outer London - West and North West","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Male","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Overseas","Declared non-disabled","30","[c]","[c]","[c]"
"Leaver CS","2021","Male","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Shropshire and Staffordshire","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","Male","Shropshire and Staffordshire","Declared non-disabled","150","130","31340","27570"
"Leaver CS","2021","Male","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Shropshire and Staffordshire","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","Male","South Yorkshire","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","Male","South Yorkshire","Declared non-disabled","170","150","30830","25000"
"Leaver CS","2021","Male","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","South Yorkshire","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","Male","Southern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Southern Scotland","Declared non-disabled","60","50","[c]","[c]"
"Leaver CS","2021","Male","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Southern Scotland","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Male","Surrey, East and West Sussex","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Surrey, East and West Sussex","Declared non-disabled","130","120","28280","27570"
"Leaver CS","2021","Male","Surrey, East and West Sussex","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Male","Surrey, East and West Sussex","Unknown","80","70","[c]","[c]"
"Leaver CS","2021","Male","Tees Valley and Durham","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Tees Valley and Durham","Declared non-disabled","140","120","30600","26380"
"Leaver CS","2021","Male","Tees Valley and Durham","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Male","Tees Valley and Durham","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Unknown","320","320","40020","32400"
"Leaver CS","2021","Male","West Central Scotland","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","Male","West Central Scotland","Declared non-disabled","180","150","32780","27570"
"Leaver CS","2021","Male","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","West Central Scotland","Unknown","110","100","30970","27990"
"Leaver CS","2021","Male","West Midlands","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2021","Male","West Midlands","Declared non-disabled","250","220","34700","26120"
"Leaver CS","2021","Male","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","West Midlands","Unknown","110","100","35610","26530"
"Leaver CS","2021","Male","West Wales and The Valleys","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2021","Male","West Wales and The Valleys","Declared non-disabled","230","210","29060","25390"
"Leaver CS","2021","Male","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","West Wales and The Valleys","Unknown","70","70","26170","21590"
"Leaver CS","2021","Male","West Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","West Yorkshire","Declared non-disabled","240","200","31470","26890"
